0	2013-01-01 00:00:00	1	50337	11307
0	2013-01-01 00:00:00	3	21421	1629
0	2013-01-01 00:00:00	5	47368	5830
0	2013-01-02 00:00:00	1	65723	14037
0	2013-01-02 00:00:00	3	27084	2759
0	2013-01-02 00:00:00	5	57750	6577
0	2013-01-03 00:00:00	1	75218	15319
0	2013-01-03 00:00:00	3	29733	3593
0	2013-01-03 00:00:00	5	64099	7368
0	2013-01-04 00:00:00	1	87892	15361
0	2013-01-04 00:00:00	3	35826	3809
0	2013-01-04 00:00:00	5	70606	7194
0	2013-01-05 00:00:00	1	86406	15115
0	2013-01-05 00:00:00	3	36036	3422
0	2013-01-05 00:00:00	5	69276	7031
0	2013-01-06 00:00:00	1	88933	14680
0	2013-01-06 00:00:00	3	34791	3288
0	2013-01-06 00:00:00	5	68157	6927
0	2013-01-07 00:00:00	1	86959	13843
0	2013-01-07 00:00:00	3	34332	3288
0	2013-01-07 00:00:00	5	64436	6556
0	2013-01-08 00:00:00	1	86712	13803
0	2013-01-08 00:00:00	3	34282	3252
0	2013-01-08 00:00:00	5	63575	6480
0	2013-01-09 00:00:00	1	99962	13800
0	2013-01-09 00:00:00	3	34125	3148
0	2013-01-09 00:00:00	5	63201	6909
0	2013-01-10 00:00:00	1	84064	13772
0	2013-01-10 00:00:00	3	32618	3244
0	2013-01-10 00:00:00	5	62110	6720
0	2013-01-11 00:00:00	1	81143	14066
0	2013-01-11 00:00:00	3	32485	3243
0	2013-01-11 00:00:00	5	61490	6679
0	2013-01-12 00:00:00	1	78091	13501
0	2013-01-12 00:00:00	3	32295	3296
0	2013-01-12 00:00:00	5	57266	6284
0	2013-01-13 00:00:00	1	80236	13157
0	2013-01-13 00:00:00	3	30506	3045
0	2013-01-13 00:00:00	5	60246	6443
0	2013-01-14 00:00:00	1	90544	12781
0	2013-01-14 00:00:00	3	33937	2955
0	2013-01-14 00:00:00	5	68163	6336
0	2013-01-15 00:00:00	1	87544	12462
0	2013-01-15 00:00:00	3	33163	2926
0	2013-01-15 00:00:00	5	64196	5888
0	2013-01-16 00:00:00	1	84540	12493
0	2013-01-16 00:00:00	3	31485	2857
0	2013-01-16 00:00:00	5	55259	6012
0	2013-01-17 00:00:00	1	78395	12405
0	2013-01-17 00:00:00	3	29683	2966
0	2013-01-17 00:00:00	5	58620	6264
0	2013-01-18 00:00:00	1	77155	12485
0	2013-01-18 00:00:00	3	29006	2903
0	2013-01-18 00:00:00	5	59780	6191
0	2013-01-19 00:00:00	1	74217	12158
0	2013-01-19 00:00:00	3	30470	2954
0	2013-01-19 00:00:00	5	57126	6317
0	2013-01-20 00:00:00	1	75826	12467
0	2013-01-20 00:00:00	3	28722	2911
0	2013-01-20 00:00:00	5	64415	5979
0	2013-01-21 00:00:00	1	81184	11626
0	2013-01-21 00:00:00	3	31542	3046
0	2013-01-21 00:00:00	5	64629	5633
0	2013-01-22 00:00:00	1	80100	11071
0	2013-01-22 00:00:00	3	31349	2817
0	2013-01-22 00:00:00	5	61172	5606
0	2013-01-23 00:00:00	1	78798	11892
0	2013-01-23 00:00:00	3	29222	2808
0	2013-01-23 00:00:00	5	59447	5600
0	2013-01-24 00:00:00	1	82976	11878
0	2013-01-24 00:00:00	3	28691	2780
0	2013-01-24 00:00:00	5	57888	5635
0	2013-01-25 00:00:00	1	69912	12183
0	2013-01-25 00:00:00	3	27700	2774
0	2013-01-25 00:00:00	5	53613	5650
0	2013-01-26 00:00:00	1	64450	11631
0	2013-01-26 00:00:00	3	27934	2717
0	2013-01-26 00:00:00	5	47312	5620
0	2013-01-27 00:00:00	1	67097	11291
0	2013-01-27 00:00:00	3	26912	2518
0	2013-01-27 00:00:00	5	53712	5451
0	2013-01-28 00:00:00	1	71550	10121
0	2013-01-28 00:00:00	3	29482	2508
0	2013-01-28 00:00:00	5	55701	4723
0	2013-01-29 00:00:00	1	67487	10640
0	2013-01-29 00:00:00	3	28831	2455
0	2013-01-29 00:00:00	5	54828	4991
0	2013-01-30 00:00:00	1	62646	12302
0	2013-01-30 00:00:00	3	27736	2948
0	2013-01-30 00:00:00	5	54400	4772
0	2013-01-31 00:00:00	1	55331	13883
0	2013-01-31 00:00:00	3	23909	2906
0	2013-01-31 00:00:00	5	45869	4570
100	2013-01-01 00:00:00	1	29552	1475
100	2013-01-01 00:00:00	3	12674	347
100	2013-01-01 00:00:00	5	11081	1734
100	2013-01-02 00:00:00	1	36758	1254
100	2013-01-02 00:00:00	3	15513	335
100	2013-01-02 00:00:00	5	14390	964
100	2013-01-03 00:00:00	1	39237	1474
100	2013-01-03 00:00:00	3	14832	280
100	2013-01-03 00:00:00	5	16024	877
100	2013-01-04 00:00:00	1	45731	1615
100	2013-01-04 00:00:00	3	16950	320
100	2013-01-04 00:00:00	5	16177	914
100	2013-01-05 00:00:00	1	50748	1573
100	2013-01-05 00:00:00	3	19298	360
100	2013-01-05 00:00:00	5	17712	762
100	2013-01-06 00:00:00	1	51267	1590
100	2013-01-06 00:00:00	3	20028	364
100	2013-01-06 00:00:00	5	17173	867
100	2013-01-07 00:00:00	1	54084	1560
100	2013-01-07 00:00:00	3	19377	412
100	2013-01-07 00:00:00	5	15401	874
100	2013-01-08 00:00:00	1	51604	1227
100	2013-01-08 00:00:00	3	18962	320
100	2013-01-08 00:00:00	5	15076	754
100	2013-01-09 00:00:00	1	52227	1482
100	2013-01-09 00:00:00	3	18377	381
100	2013-01-09 00:00:00	5	15404	940
100	2013-01-10 00:00:00	1	51018	1771
100	2013-01-10 00:00:00	3	18949	357
100	2013-01-10 00:00:00	5	14228	756
100	2013-01-11 00:00:00	1	50928	1613
100	2013-01-11 00:00:00	3	19204	387
100	2013-01-11 00:00:00	5	13501	836
100	2013-01-12 00:00:00	1	49003	1235
100	2013-01-12 00:00:00	3	19405	348
100	2013-01-12 00:00:00	5	14640	664
100	2013-01-13 00:00:00	1	50190	1258
100	2013-01-13 00:00:00	3	18252	347
100	2013-01-13 00:00:00	5	16552	718
100	2013-01-14 00:00:00	1	51599	1191
100	2013-01-14 00:00:00	3	20236	335
100	2013-01-14 00:00:00	5	16667	697
100	2013-01-15 00:00:00	1	54930	985
100	2013-01-15 00:00:00	3	18463	413
100	2013-01-15 00:00:00	5	16903	662
100	2013-01-16 00:00:00	1	52543	1322
100	2013-01-16 00:00:00	3	17980	376
100	2013-01-16 00:00:00	5	14127	678
100	2013-01-17 00:00:00	1	45154	1486
100	2013-01-17 00:00:00	3	16614	371
100	2013-01-17 00:00:00	5	13595	744
100	2013-01-18 00:00:00	1	47552	1580
100	2013-01-18 00:00:00	3	17185	389
100	2013-01-18 00:00:00	5	13536	620
100	2013-01-19 00:00:00	1	48805	1169
100	2013-01-19 00:00:00	3	19167	343
100	2013-01-19 00:00:00	5	13853	511
100	2013-01-20 00:00:00	1	49558	1341
100	2013-01-20 00:00:00	3	18968	317
100	2013-01-20 00:00:00	5	15893	585
100	2013-01-21 00:00:00	1	53066	1418
100	2013-01-21 00:00:00	3	19337	324
100	2013-01-21 00:00:00	5	17234	533
100	2013-01-22 00:00:00	1	50921	1081
