驻马店	794	5707	7.18	2307	706	41	1	322	2176	152	0
锦州	1170	8365	7.14	1612	1171	65	0	2240	3203	72	0
石嘴山	133	806	6.04	368	82	3	4	140	199	7	0
呼伦贝尔	444	3022	6.79	1398	270	39	0	1313	0	0	0
九江	463	2675	5.77	971	344	35	0	249	973	102	0
辽阳	496	3015	6.06	1371	368	8	0	411	835	20	0
三门峡	577	3767	6.52	2718	728	0	0	320	0	0	0
阜新	614	4537	7.38	1078	574	34	2	1228	1491	128	0
鸡西	387	2131	5.49	1608	239	2	0	281	0	0	0
深圳	4334	17803	4.1	1433	3001	41	653	2390	7788	416	2078
渭南	412	2504	6.07	1268	244	5	3	41	878	63	0
柳州	885	5618	6.34	1149	1153	43	111	1023	1974	162	0
广州	3305	15640	4.73	1192	3218	65	102	5067	5449	295	249
平凉	140	713	5.06	597	69	1	0	45	0	0	0
雅安	128	709	5.51	277	171	5	0	255	0	0	0
大理	288	1742	6.03	312	334	0	23	223	846	0	0
营口	805	5447	6.76	1644	863	31	0	2493	415	0	0
湛江	334	2001	5.98	345	299	0	0	464	863	27	0
邯郸	1401	7942	5.66	3224	767	99	0	909	2728	212	0
吉安	519	2890	5.56	1127	476	0	0	434	816	36	0
新乡	764	4383	5.73	1598	686	0	0	650	1313	135	0
白城	276	1928	6.97	908	184	0	0	353	475	5	0
玉林	203	1167	5.73	233	186	0	0	744	0	2	0
吕梁	216	1069	4.93	910	108	0	0	51	0	0	0
四平	614	4653	7.57	1274	318	6	7	763	2116	165	0
天门	68	334	4.9	282	43	9	0	0	0	0	0
湖州	163	675	4.12	315	198	0	0	160	0	0	0
盐城	913	5572	6.1	1415	779	45	0	864	2247	56	165
山南	3	15	5.19	13	1	0	0	0	0	0	0
安顺	78	480	6.14	224	81	10	5	159	0	0	0
鄂州	199	1394	6.97	343	288	1	0	105	643	12	0
滁州	256	1229	4.79	515	228	0	0	167	312	5	0
天津	7920	43665	5.51	9697	4229	227	53	6909	20308	1021	1218
保山	85	455	5.33	186	81	8	0	73	106	0	0
武威	90	538	5.93	294	75	0	0	168	0	0	0
文山	141	801	5.66	441	131	6	0	221	0	0	0
盘锦	577	4228	7.32	1195	277	21	0	452	2253	27	0
