驻马店	144	947	6.54	770	111	1	0	65	0	0	0
锦州	280	1599	5.7	1250	117	5	0	225	0	0	0
石嘴山	38	192	4.94	175	11	0	0	4	0	0	0
呼伦贝尔	74	411	5.52	359	33	0	0	19	0	0	0
九江	172	1308	7.57	1094	97	9	0	106	0	0	0
辽阳	115	602	5.2	530	37	8	0	26	0	0	0
三门峡	114	702	6.15	565	58	0	0	78	0	0	0
阜新	169	909	5.36	741	103	0	0	65	0	0	0
鸡西	84	425	5.02	382	41	0	0	1	0	0	0
深圳	3268	23042	7.05	12743	2152	341	228	6225	1351	0	0
渭南	128	836	6.52	690	64	0	0	80	0	0	0
柳州	299	2267	7.56	1624	142	49	0	317	133	0	0
广州	2392	15511	6.48	8015	1652	567	54	3440	1780	0	0
平凉	30	138	4.57	128	4	0	0	5	0	0	0
雅安	36	168	4.68	146	18	0	0	3	0	0	0
大理	70	359	5.11	262	25	4	13	54	0	0	0
营口	131	721	5.47	644	40	0	0	36	0	0	0
湛江	212	1244	5.86	779	137	8	0	318	0	0	0
邯郸	553	4218	7.62	2754	243	129	44	1006	39	0	0
吉安	107	583	5.44	489	44	2	1	46	0	0	0
新乡	298	2246	7.53	1829	164	36	26	189	0	0	0
白城	42	223	5.3	194	16	0	0	12	0	0	0
玉林	87	526	6.0	470	30	4	0	20	0	0	0
吕梁	63	286	4.54	251	26	1	4	1	0	0	0
四平	141	812	5.73	747	57	0	0	7	0	0	0
天门	20	88	4.35	79	6	0	0	2	0	0	0
湖州	95	445	4.64	414	19	0	1	9	0	0	0
盐城	258	1561	6.03	1206	140	29	0	185	0	0	0
山南	1	5	4.22	5	0	0	0	0	0	0	0
安顺	43	211	4.85	178	21	0	0	11	0	0	0
鄂州	64	386	5.99	353	23	0	0	9	0	0	0
滁州	82	442	5.35	341	28	4	0	68	0	0	0
天津	2171	16671	7.67	10531	1343	226	49	3260	1261	0	0
保山	20	89	4.43	83	5	0	0	0	0	0	0
武威	35	180	5.09	169	8	0	0	2	0	0	0
文山	22	110	5.0	99	6	0	0	3	0	0	0
盘锦	149	895	6.0	783	64	5	0	42	0	0	0
益阳	139	808	5.79	706	62	0	0	39	0	0	0
漯河	176	1175	6.66	888	129	0	0	156	0	0	0
衡阳	254	1938	7.6	1741	124	24	0	47	0	0	0
黔南	43	243	5.65	194	24	0	0	25	0	0	0
日喀则	1	5	4.0	4	0	0	0	0	0	0	0
阳江	60	298	4.89	263	19	0	2	11	0	0	0
阿克苏	108	664	6.13	536	71	15	0	41	0	0	0
濮阳	216	1385	6.4	1057	90	36	0	201	0	0	0
塔城	9	29	3.18	22	6	0	0	0	0	0	0
朝阳市	164	1152	7.0	1024	109	0	0	17	0	0	0
洛阳	582	4776	8.19	3242	193	70	0	1196	73	0	0
红河	50	223	4.47	199	10	0	6	8	0	0	0
儋州	3	9	3.09	8	1	0	0	0	0	0	0
南京	2147	17028	7.93	11850	1018	593	49	1966	1550	0	0
齐齐哈尔	237	1466	6.17	1282	106	12	0	65	0	0	0
伊春	11	48	4.32	43	1	0	0	3	0	0	0
安康	56	335	5.92	265	38	1	0	30	0	0	0
六盘水	48	252	5.22	218	18	6	0	9	0	0	0
和田	3	13	4.08	11	1	0	0	0	0	0	0
内江	87	469	5.37	322	75	0	0	64	7	0	0
鹤壁	75	416	5.51	356	34	0	0	24	0	0	0
六安	151	891	5.89	754	82	0	0	54	0	0	0
本溪	152	946	6.2	870	59	0	0	16	0	0	0
信阳	231	1331	5.75	1061	100	23	0	146	0	0	0
库尔勒	30	132	4.41	116	12	0	0	3	0	0	0
白银	37	191	5.15	169	21	0	0	0	0	0	0
昭通	15	65	4.29	55	5	0	0	4	0	0	0
曲靖	83	499	6.0	389	33	21	0	54	0	0	0
泰州	139	848	6.07	726	41	8	0	71	0	0	0
长治	228	1448	6.35	1234	134	4	0	75	0	0	0
怒江	1	8	4.83	7	0	0	0	0	0	0	0
兴安	34	152	4.37	143	4	2	0	1	0	0	0
葫芦岛	187	1025	5.48	840	151	2	0	30	0	0	0
亳州	67	410	6.1	342	49	12	0	6	0	0	0
达州	91	521	5.67	444	29	1	0	45	0	0	0
秦皇岛	255	1642	6.43	1318	102	5	0	216	0	0	0
阿拉善	3	13	3.76	11	2	0	0	0	0	0	0
吴忠	20	128	6.24	115	13	0	0	0	0	0	0
南昌	500	3445	6.88	2286	363	99	4	532	159	0	0
钦州	29	145	4.88	113	18	0	0	13	0	0	0
武汉	4125	39707	9.62	25230	3203	1453	388	5643	3787	0	0
宣城	43	235	5.48	204	18	0	0	13	0	0	0
苏州	1638	10897	6.64	6288	1236	166	75	2097	1033	0	0
天水	58	260	4.45	227	19	0	0	13	0	0	0
枣庄	207	1068	5.15	919	80	4	0	64	0	0	0
潍坊	631	3970	6.28	3020	209	76	0	626	38	0	0
甘南	2	5	2.05	4	0	0	0	0	0	0	0
商洛	17	121	7.12	101	15	0	0	3	0	0	0
梅州	57	252	4.43	214	27	0	0	10	0	0	0
赤峰	94	410	4.33	294	28	0	0	87	0	0	0
湘潭	161	977	6.07	804	41	27	0	105	0	0	0
贵港	57	270	4.68	201	33	0	0	35	0	0	0
韶关	61	355	5.78	279	31	4	5	33	0	0	0
汕尾	37	175	4.69	143	21	0	0	10	0	0	0
河池	20	83	4.15	76	5	0	0	1	0	0	0
鹰潭	27	124	4.56	110	6	1	0	5	0	0	0
阿坝	2	7	3.05	7	0	0	0	0	0	0	0
蚌埠	187	1164	6.2	761	61	21	0	320	0	0	0
昌吉	88	550	6.2	461	52	1	0	36	0	0	0
西双版纳	56	297	5.23	275	18	0	0	2	0	0	0
铜仁	39	229	5.87	199	14	0	0	16	0	0	0
郑州	2374	19696	8.29	11950	1144	896	156	1818	3731	0	0
福州	1182	8086	6.83	4181	378	290	26	1538	1671	0	0
上饶	137	747	5.44	649	51	5	0	40	0	0	0
连云港	221	1319	5.94	1099	109	5	0	104	0	0	0
延安	84	460	5.43	363	54	18	0	22	0	0	0
吉林	496	4101	8.25	2459	202	50	0	173	1216	0	0
绍兴	160	1034	6.43	856	84	16	0	77	0	0	0
咸宁	89	525	5.86	468	23	6	0	28	0	0	0
喀什	37	179	4.81	159	11	0	0	7	0	0	0
永州	89	535	5.96	482	27	5	0	20	0	0	0
阿勒泰	13	87	6.61	65	21	0	0	0	0	0	0
巢湖	61	299	4.84	255	30	3	0	10	0	0	0
庆阳	67	408	6.08	327	56	0	0	24	0	0	0
怀化	116	635	5.46	545	39	3	0	48	0	0	0
南宁	953	7147	7.49	3777	553	180	59	1125	1452	0	0
恩施	111	710	6.39	584	48	2	17	57	0	0	0
潜江	20	109	5.23	100	8	0	0	0	0	0	0
果洛	0	0	1.0	0	0	0	0	0	0	0	0
那曲	0	2	4.5	1	0	0	0	0	0	0	0
黄石	152	1121	7.34	1004	84	2	0	30	0	0	0
呼和浩特	746	6299	8.43	4091	313	225	48	1613	7	0	0
汉中	111	676	6.07	468	55	0	0	128	24	0	0
图木舒克	0	0	1.66	0	0	0	0	0	0	0	0
郴州	109	686	6.29	549	78	6	0	52	0	0	0
宜昌	437	3442	7.86	2879	163	80	25	237	55	0	0
三亚	216	1415	6.55	880	87	9	0	437	0	0	0
海口	512	4090	7.97	2080	291	136	44	1065	473	0	0
重庆	3206	28471	8.87	15978	2797	1195	139	3832	4529	0	0
清远	75	360	4.8	230	28	0	0	102	0	0	0
张掖	38	216	5.67	196	13	0	0	6	0	0	0
忻州	70	388	5.53	296	50	16	0	24	0	0	0
新余	47	214	4.48	176	25	2	0	10	0	0	0
唐山	350	1788	5.1	1405	101	30	0	222	28	0	0
萍乡	78	465	5.93	387	34	0	3	39	0	0	0
嘉兴	261	1551	5.92	1162	206	16	0	165	0	0	0
德州	287	1667	5.79	1248	163	0	0	255	0	0	0
广元	48	232	4.82	203	16	7	0	5	0	0	0
咸阳	350	2664	7.6	1885	224	150	0	405	0	0	0
娄底	122	682	5.57	550	30	18	0	84	0	0	0
北京	8609	74404	8.64	45242	6202	2784	372	12835	5720	1246	0
莱芜	34	145	4.26	132	7	0	0	4	0	0	0
晋城	137	964	7.04	599	50	10	6	299	0	0	0
宝鸡	271	1848	6.8	1300	106	60	0	369	12	0	0
泰安	256	1587	6.18	1271	72	50	0	192	0	0	0
丽江	101	524	5.17	426	28	18	0	50	0	0	0
绥化	55	251	4.5	230	12	0	0	8	0	0	0
凉山	60	361	6.03	317	31	2	0	10	0	0	0
张家界	31	176	5.65	160	11	0	0	3	0	0	0
厦门	1379	8885	6.44	4593	520	333	32	1809	1595	0	0
淮南	161	1032	6.4	900	80	1	0	50	0	0	0
通辽	77	458	5.91	416	31	0	0	10	0	0	0
北海	84	478	5.66	249	72	2	0	155	0	0	0
海西	18	80	4.28	70	10	0	0	0	0	0	0
临夏	12	50	4.09	44	6	0	0	0	0	0	0
兰州	800	6097	7.61	3562	367	181	34	1454	498	0	0
楚雄	31	178	5.72	149	11	0	0	17	0	0	0
绵阳	224	1248	5.56	821	99	28	0	298	0	0	0
牡丹江	124	777	6.23	673	22	5	0	76	0	0	0
孝感	161	1114	6.9	907	132	0	0	74	0	0	0
乌兰察布	37	216	5.74	202	11	3	0	0	0	0	0
滨州	242	1464	6.04	1120	162	25	13	141	0	0	0
资阳	41	210	5.03	181	13	0	0	15	0	0	0
张家口	125	735	5.87	631	45	0	0	58	0	0	0
大庆	268	1585	5.9	1379	77	4	0	123	0	0	0
昆明	685	5040	7.35	2258	398	65	35	1689	593	0	0
朔州	45	222	4.86	191	25	0	0	6	0	0	0
赣州	218	1379	6.3	1058	102	0	4	213	0	0	0
迪庆	2	7	2.68	7	0	0	0	0	0	0	0
巴彦淖尔	62	371	5.98	335	18	0	0	17	0	0	0
合肥	1524	12593	8.26	6528	863	638	69	2531	1961	0	0
五家渠	9	59	6.16	59	0	0	0	0	0	0	0
百色	29	157	5.33	130	22	0	0	4	0	0	0
广安	60	312	5.18	286	22	0	0	3	0	0	0
珠海	309	1858	6.0	880	159	47	0	652	118	0	0
海东	7	34	4.91	30	4	0	0	0	0	0	0
毕节	38	160	4.16	134	16	0	0	9	0	0	0
拉萨	46	224	4.84	180	16	0	0	27	0	0	0
克孜勒苏	1	5	3.16	4	1	0	0	0	0	0	0
阜阳	181	1177	6.49	885	90	20	0	181	0	0	0
荆州	311	1959	6.29	1636	124	61	5	131	0	0	0
济南	2079	17475	8.4	8431	1119	541	42	2952	4388	0	0
沧州	255	1493	5.84	1281	94	9	1	106	0	0	0
上海	5133	41281	8.04	21414	3679	1185	300	9776	4374	551	0
泉州	392	2352	5.99	1594	204	51	3	385	113	0	0
菏泽	189	961	5.07	771	83	15	0	90	0	0	0
崇左	8	29	3.29	23	5	0	0	0	0	0	0
镇江	127	647	5.08	523	45	5	0	73	0	0	0
阳泉	130	768	5.89	565	46	0	0	156	0	0	0
台州	239	1496	6.24	1242	137	13	0	102	0	0	0
威海	530	3565	6.71	2358	359	96	24	726	0	0	0
甘孜	3	13	3.44	11	1	0	0	0	0	0	0
桂林	412	3224	7.82	2464	319	48	14	376	0	0	0
乐山	76	362	4.74	247	55	6	0	53	0	0	0
长沙	1396	11215	8.03	6814	568	278	4	2018	1532	0	0
中山	414	2572	6.2	1439	283	50	2	569	227	0	0
黔东南	62	328	5.25	306	20	1	0	0	0	0	0
贺州	22	93	4.21	82	10	0	0	1	0	0	0
南充	181	1237	6.81	792	123	5	0	283	32	0	0
东营	276	1682	6.08	1267	117	5	0	291	0	0	0
来宾	19	110	5.6	99	3	0	0	8	0	0	0
襄阳	411	3401	8.26	2606	198	133	0	357	106	0	0
岳阳	230	1532	6.64	1397	84	2	0	47	0	0	0
玉树	0	0	1.5	0	0	0	0	0	0	0	0
贵阳	545	4344	7.96	1817	234	86	29	1579	598	0	0
乌鲁木齐	898	7639	8.49	5290	552	14	0	1489	292	0	0
常德	215	1376	6.39	1121	108	13	0	132	0	0	0
石河子	164	1185	7.21	915	121	19	0	129	0	0	0
眉山	57	308	5.34	256	23	0	0	24	4	0	0
太原	1604	14203	8.85	8570	641	67	30	1130	3763	0	0
长春	2101	18668	8.88	10088	965	181	5	1293	6135	0	0
随州	72	454	6.3	425	21	2	0	6	0	0	0
玉溪	33	166	4.97	138	8	1	0	17	0	0	0
株洲	319	2367	7.4	1645	119	36	0	562	4	0	0
阿里	0	1	1.8	0	0	0	0	0	0	0	0
池州	39	213	5.38	194	16	2	0	0	0	0	0
铁岭	148	851	5.71	749	54	7	0	40	0	0	0
西安	2936	25083	8.54	12095	2460	1145	221	4631	4528	0	0
嘉峪关	9	50	5.36	47	3	0	0	0	0	0	0
德宏	20	75	3.63	68	6	0	0	0	0	0	0
定西	21	101	4.79	80	15	3	0	2	0	0	0
三明	87	444	5.09	402	31	0	0	10	0	0	0
宜春	94	596	6.29	531	45	3	0	16	0	0	0
宁波	719	4733	6.57	2895	385	217	70	536	629	0	0
乌海	36	171	4.64	158	7	0	0	4	0	0	0
青岛	2021	15415	7.62	9366	1420	237	24	3366	999	0	0
济源	40	199	4.93	189	5	0	0	4	0	0	0
丹东	92	490	5.29	416	48	0	0	24	0	0	0
焦作	187	1245	6.65	1088	82	3	3	68	0	0	0
临汾	196	1386	7.06	1107	132	3	0	142	0	0	0
陇南	7	26	3.79	24	2	0	0	0	0	0	0
南通	371	2310	6.22	1846	153	9	3	249	48	0	0
巴音郭楞	23	88	3.85	82	0	0	0	5	0	0	0
自贡	147	962	6.51	786	75	4	1	94	0	0	0
周口	156	850	5.42	742	90	0	0	18	0	0	0
黄南	0	2	3.5	1	0	0	0	0	0	0	0
常州	482	3104	6.43	2233	212	52	8	573	23	0	0
固原	9	31	3.39	27	3	0	0	0	0	0	0
鞍山	408	2773	6.78	2338	196	35	11	191	0	0	0
通化	29	123	4.14	113	6	0	0	3	0	0	0
宁德	106	611	5.73	504	38	0	0	67	0	0	0
十堰	178	1304	7.32	1121	83	3	4	91	0	0	0
大连	1784	14294	8.01	8363	983	247	125	2541	2033	0	0
包头	253	1460	5.76	1040	206	14	0	198	0	0	0
鄂尔多斯	71	355	5.0	326	17	3	0	9	0	0	0
哈尔滨	1277	10976	8.59	5833	338	179	34	1485	3106	0	0
伊犁	43	253	5.9	230	9	0	0	13	0	0	0
惠州	366	2214	6.03	1375	122	43	0	561	110	0	0
宿迁	195	1041	5.33	748	68	43	4	176	0	0	0
遵义	134	798	5.94	461	59	20	0	246	10	0	0
黄冈	134	778	5.77	722	44	0	0	11	0	0	0
平顶山	207	1309	6.3	1077	93	3	0	135	0	0	0
攀枝花	80	486	6.03	429	21	0	0	35	0	0	0
烟台	815	5406	6.63	4224	333	82	9	742	13	0	0
五指山	2	7	3.37	6	1	0	0	0	0	0	0
白山	30	143	4.68	129	13	0	0	0	0	0	0
佳木斯	97	456	4.69	419	34	0	0	3	0	0	0
商丘	228	1615	7.07	1181	137	5	0	291	0	0	0
河源	43	209	4.78	161	23	0	0	25	0	0	0
锡林郭勒	23	104	4.5	99	2	1	0	1	0	0	0
廊坊	319	1917	6.0	1478	141	11	0	285	0	0	0
龙岩	78	504	6.42	439	30	0	0	34	0	0	0
开封	298	2251	7.53	1868	203	20	0	158	0	0	0
茂名	114	695	6.07	584	40	12	0	58	0	0	0
西宁	318	2287	7.18	1722	173	40	0	351	0	0	0
马鞍山	113	788	6.92	664	63	4	0	56	0	0	0
阿拉尔	5	21	3.97	18	2	0	0	0	0	0	0
临沂	496	3048	6.13	1939	218	97	0	736	57	0	0
邢台	278	1845	6.63	1474	162	0	0	133	75	0	0
梧州	59	374	6.27	252	27	13	0	80	0	0	0
聊城	267	1753	6.56	1385	115	23	4	224	0	0	0
铜陵	102	608	5.93	489	64	16	0	37	0	0	0
铜川	43	260	6.02	234	19	0	0	6	0	0	0
运城	198	1067	5.38	874	88	4	0	100	0	0	0
抚顺	307	1908	6.21	1580	179	3	0	144	0	0	0
鹤岗	39	159	4.0	142	8	0	0	8	0	0	0
黔西南	22	116	5.27	96	14	0	0	4	0	0	0
吐鲁番	11	50	4.37	45	5	0	0	0	0	0	0
湘西	38	215	5.57	194	12	0	0	7	0	0	0
抚州	70	417	5.94	325	34	0	0	56	0	0	0
大兴安岭	7	29	4.0	29	0	0	0	0	0	0	0
哈密	66	315	4.73	274	26	6	0	8	0	0	0
遂宁	91	517	5.66	417	48	3	0	48	0	0	0
荆门	126	830	6.55	683	91	6	0	49	0	0	0
沈阳	2862	26192	9.15	14054	2072	546	38	2612	6867	0	0
博尔塔拉	16	86	5.19	84	2	0	0	0	0	0	0
林芝	4	12	2.65	11	1	0	0	0	0	0	0
黄山	56	291	5.11	233	23	0	0	33	0	0	0
七台河	25	111	4.33	101	9	0	0	0	0	0	0
淄博	771	5232	6.77	3976	354	119	11	744	26	0	0
延边	65	305	4.7	275	18	0	0	12	0	0	0
海南州	2	17	6.47	15	1	0	0	0	0	0	0
南平	45	251	5.5	211	19	0	0	19	0	0	0
巴中	62	362	5.77	258	35	6	0	62	0	0	0
普洱	16	68	4.25	65	2	0	0	0	0	0	0
双鸭山	26	163	6.18	115	47	0	0	1	0	0	0
保定	547	3568	6.51	2618	219	0	35	475	220	0	0
许昌	207	1532	7.38	1163	185	0	5	177	0	0	0
松原	75	393	5.18	288	18	7	0	2	77	0	0
景德镇	85	592	6.9	487	49	14	0	41	0	0	0
金昌	15	83	5.26	78	1	0	0	3	0	0	0
杭州	1443	10014	6.93	6139	855	549	82	1268	1120	0	0
东莞	1196	7465	6.24	4725	568	321	14	1415	421	0	0
衡水	180	1019	5.65	817	64	0	0	136	0	0	0
安阳	259	1674	6.45	1340	120	37	0	175	0	0	0
宜宾	157	893	5.68	407	76	26	0	384	0	0	0
无锡	743	5221	7.02	3362	485	148	14	879	331	0	0
榆林	108	802	7.39	666	61	22	3	48	0	0	0
澳门	3	4	1.45	2	0	0	0	1	0	0	0
舟山	43	231	5.29	192	15	2	0	21	0	0	0
克拉玛依	37	233	6.29	225	8	0	0	0	0	0	0
银川	288	1897	6.58	1221	162	29	9	474	0	0	0
济宁	438	2862	6.52	1856	227	72	0	611	95	0	0
淮安	230	1350	5.84	994	80	37	4	229	5	0	0
日照	295	1841	6.24	1280	179	46	0	336	0	0	0
安庆	190	1156	6.08	1034	73	10	0	37	0	0	0
徐州	571	4051	7.09	2348	239	180	36	518	728	0	0
中卫	12	59	4.66	55	4	0	0	0	0	0	0
石家庄	1795	13848	7.71	7407	574	170	19	3233	2443	0	0
芜湖	226	1386	6.11	969	53	36	0	323	4	0	0
仙桃	63	474	7.43	427	38	0	0	8	0	0	0
昌都	1	12	12.71	11	1	0	0	0	0	0	0
宿州	81	412	5.09	361	38	0	0	13	0	0	0
衢州	101	592	5.81	494	37	11	0	50	0	0	0
神农架	0	1	4.0	1	0	0	0	0	0	0	0
酒泉	23	129	5.61	110	10	0	0	8	0	0	0
香港	3	8	2.24	5	2	0	0	0	0	0	0
黑河	9	29	3.18	26	2	0	0	0	0	0	0
潮州	28	126	4.44	88	22	0	0	15	0	0	0
晋中	254	1787	7.01	1508	108	28	20	121	0	0	0
漳州	125	661	5.25	430	54	41	2	133	0	0	0
莆田	117	724	6.17	528	32	21	0	142	0	0	0
海北	0	2	3.2	2	0	0	0	0	0	0	0
佛山	623	3915	6.28	2447	313	42	0	715	396	0	0
邵阳	96	593	6.17	542	30	0	0	20	0	0	0
大同	171	1046	6.09	842	68	13	0	122	0	0	0
辽源	18	73	3.94	67	4	0	0	1	0	0	0
揭阳	74	363	4.86	220	33	0	0	110	0	0	0
云浮	31	152	4.88	140	10	0	0	2	0	0	0
南阳	218	1457	6.67	1070	88	14	0	284	0	0	0
江门	199	1130	5.66	545	125	19	0	387	53	0	0
琼海	4	11	2.78	10	0	0	0	0	0	0	0
扬州	358	2471	6.9	1880	220	125	3	241	0	0	0
淮北	166	1138	6.83	861	136	26	0	114	0	0	0
丽水	114	635	5.53	568	49	4	0	13	0	0	0
德阳	118	631	5.34	488	46	0	0	96	0	0	0
温州	361	1949	5.38	1123	153	62	15	492	101	0	0
泸州	115	577	4.99	417	39	7	0	113	0	0	0
汕头	186	1119	5.99	436	261	30	0	373	16	0	0
承德	156	850	5.43	667	114	0	0	68	0	0	0
金华	427	2579	6.02	2016	166	151	22	221	0	0	0
临沧	9	48	5.12	44	3	0	0	0	0	0	0
肇庆	90	458	5.04	289	30	5	0	134	0	0	0
成都	2698	22680	8.4	11812	1434	1044	60	3807	4520	0	0
防城港	26	137	5.19	122	12	2	0	0	0	0	0
