驻马店	489	3404	6.94	1268	493	7	2	224	1160	0	247
锦州	894	6752	7.55	1148	932	15	18	653	3539	0	444
呼伦贝尔	295	1706	5.77	717	228	8	0	323	363	0	65
九江	313	1736	5.53	522	271	11	21	144	765	0	0
辽阳	378	2688	7.1	655	367	2	4	224	1433	0	0
石嘴山	72	349	4.83	126	40	1	0	60	120	0	0
三门峡	280	1674	5.96	1224	322	15	0	111	0	0	0
阜新	377	2351	6.22	481	401	19	2	648	798	0	0
鸡西	179	844	4.7	666	74	7	0	97	0	0	0
深圳	3658	19666	5.37	1079	1665	7	389	2567	10503	63	3389
渭南	231	1330	5.75	633	115	2	0	74	422	0	82
柳州	462	3044	6.58	480	400	0	26	568	1152	1	413
广州	2348	13277	5.65	916	1907	23	157	3459	5326	3	1483
平凉	82	410	4.99	271	60	1	0	17	59	0	0
雅安	94	500	5.26	216	99	0	0	169	13	0	0
大理	206	1282	6.2	205	210	0	7	126	573	0	159
营口	518	3688	7.11	690	321	21	19	734	1900	1	0
湛江	228	1348	5.89	164	216	7	0	434	524	0	0
邯郸	950	6041	6.35	1236	714	41	33	793	2720	1	499
吉安	309	1811	5.84	543	240	13	0	190	823	0	0
呼和浩特	1058	7926	7.48	1164	552	44	89	1249	3775	3	1048
新乡	488	3213	6.57	659	429	1	2	184	1603	0	332
白城	222	1750	7.85	566	107	2	3	83	890	0	97
玉林	151	814	5.37	127	169	0	1	149	366	0	0
吕梁	126	519	4.1	371	82	0	0	66	0	0	0
四平	378	2627	6.93	626	288	22	12	477	1201	0	0
天门	28	123	4.36	97	17	0	0	7	0	0	0
湖州	141	646	4.58	190	189	0	0	134	132	0	0
盐城	735	4781	6.5	752	582	38	64	519	2468	1	354
山南	2	6	2.86	4	0	0	0	0	0	0	0
安顺	52	255	4.84	110	35	0	0	27	82	0	0
鄂州	144	1064	7.34	187	183	1	0	74	519	0	98
滁州	251	1505	5.98	330	231	3	10	66	648	0	214
天津	6019	43605	7.24	8746	3243	87	100	4338	22342	8	4737
东营	669	3408	5.08	1075	445	10	14	463	1143	1	252
武威	90	435	4.82	109	39	4	21	14	245	0	0
文山	105	498	4.71	223	69	1	1	42	115	0	44
盘锦	309	2007	6.49	536	125	12	0	401	931	0	0
益阳	225	1473	6.53	560	203	4	0	247	457	0	0
漯河	417	2586	6.19	630	448	10	8	208	1072	0	208
衡阳	384	2576	6.69	514	229	12	8	302	1253	0	255
黔南	68	297	4.36	133	35	0	0	24	104	0	0
