北京	1459.8457	323447
大连	771.1440	14058
沈阳	573.0405	9955
西安	595.8800	11089
南京	711.6416	24902
郑州	811.5428	6677
天津	702.5157	16892
上海	1313.5595	71291
成都	554.3462	29286
深圳	878.0678	15185
济南	554.0352	14715
广州	895.3488	7990
合肥	496.9050	14312
武汉	700.6138	14736
昆明	617.8905	3654
青岛	576.5283	15833
重庆	510.5441	16880
厦门	1364.4173	4268
石家庄	565.8855	12475
杭州	926.2129	12544
福州	739.8902	5895
苏州	637.5488	31042
