154458	1000	142.85
162526	998	142.57
154244	997	142.42
64291	994	142.0
47675	993	141.85
166106	992	141.71
160674	991	141.57
1994	990	141.42
119823	988	141.14
47986	988	141.14
156885	986	140.85
124528	985	140.71
123039	984	140.57
75899	984	140.57
161290	984	140.57
167304	984	140.57
12758	983	140.42
160768	982	140.28
143991	981	140.14
78549	981	140.14
33070	981	140.14
64338	980	140.0
32487	980	140.0
162699	979	139.85
171568	979	139.85
45338	979	139.85
162244	978	139.71
165003	978	139.71
45357	978	139.71
123630	978	139.71
133686	976	139.42
116054	975	139.28
112554	973	139.0
142404	973	139.0
142205	972	138.85
26777	970	138.57
69755	969	138.42
134726	968	138.28
59154	968	138.28
169786	968	138.28
154688	967	138.14
157156	966	138.0
165203	966	138.0
47026	965	137.85
111171	965	137.85
121805	965	137.85
58173	965	137.85
156519	963	137.57
160876	962	137.42
136355	962	137.42
162269	960	137.14
64346	960	137.14
45117	959	137.0
161884	957	136.71
46125	957	136.71
169053	956	136.57
145160	955	136.42
121879	955	136.42
158699	953	136.14
163821	953	136.14
168619	952	136.0
151570	950	135.71
16423	949	135.57
54789	949	135.57
122227	948	135.42
45360	948	135.42
33331	947	135.28
128486	947	135.28
75651	946	135.14
132568	944	134.85
60464	943	134.71
155407	942	134.57
167507	942	134.57
171915	941	134.42
72104	940	134.28
123813	939	134.14
162334	939	134.14
49236	939	134.14
112741	939	134.14
54017	938	134.0
123189	938	134.0
53191	937	133.85
135353	936	133.71
129763	935	133.57
151068	935	133.57
40766	934	133.42
169939	934	133.42
147424	934	133.42
157154	934	133.42
149208	933	133.28
44	933	133.28
96099	932	133.14
167428	931	133.0
164982	931	133.0
59207	930	132.85
61389	929	132.71
158053	929	132.71
171310	928	132.57
123672	928	132.57
59674	927	132.42
141972	927	132.42
49951	927	132.42
47985	925	132.14
156141	924	132.0
103042	924	132.0
71105	924	132.0
149618	923	131.85
161689	922	131.71
49529	921	131.57
111070	920	131.42
83648	919	131.28
121723	919	131.28
164130	919	131.28
155966	918	131.14
154315	916	130.85
55171	916	130.85
155714	916	130.85
162100	914	130.57
44204	914	130.57
167056	914	130.57
158351	912	130.28
149711	910	130.0
160767	910	130.0
168956	909	129.85
164486	909	129.85
53660	908	129.71
124008	908	129.71
153266	908	129.71
81613	907	129.57
146198	907	129.57
169959	907	129.57
160236	906	129.42
50285	904	129.14
59697	904	129.14
164121	904	129.14
145171	903	129.0
123549	903	129.0
3747	902	128.85
70922	898	128.28
156649	898	128.28
53662	897	128.14
63070	897	128.14
158412	896	128.0
49405	895	127.85
153796	895	127.85
64679	894	127.71
157166	894	127.71
103463	893	127.57
158128	892	127.42
171575	892	127.42
165311	891	127.28
157171	890	127.14
52675	890	127.14
160698	888	126.85
95548	888	126.85
137578	888	126.85
123203	888	126.85
75908	888	126.85
143215	885	126.42
157800	885	126.42
3787	885	126.42
112129	884	126.28
154459	884	126.28
155447	883	126.14
45906	883	126.14
150482	883	126.14
168938	882	126.0
38275	882	126.0
64677	881	125.85
59747	880	125.71
152979	880	125.71
19197	879	125.57
129223	879	125.57
162527	879	125.57
51010	878	125.42
109727	877	125.28
154758	877	125.28
157500	876	125.14
169888	875	125.0
95048	875	125.0
149776	874	124.85
164123	874	124.85
18005	874	124.85
114937	874	124.85
118718	873	124.71
171805	873	124.71
157859	873	124.71
72106	872	124.57
165118	872	124.57
157161	872	124.57
165287	870	124.28
121939	870	124.28
46235	870	124.28
113503	870	124.28
89459	870	124.28
132130	869	124.14
164042	869	124.14
158993	869	124.14
169791	865	123.57
115689	865	123.57
122735	865	123.57
151397	864	123.42
165995	864	123.42
59245	863	123.28
158062	863	123.28
47025	863	123.28
69917	862	123.14
13870	862	123.14
157708	861	123.0
118720	861	123.0
157817	861	123.0
112742	861	123.0
56316	860	122.85
133902	860	122.85
13919	860	122.85
47984	860	122.85
170441	859	122.71
142895	859	122.71
78978	858	122.57
16613	858	122.57
148502	858	122.57
137411	858	122.57
38235	857	122.42
124525	857	122.42
115097	857	122.42
159356	856	122.28
77883	856	122.28
160875	856	122.28
123186	856	122.28
165641	855	122.14
77177	855	122.14
169771	853	121.85
134174	853	121.85
155674	852	121.71
109910	852	121.71
157487	852	121.71
164236	851	121.57
139587	850	121.42
161425	850	121.42
125894	849	121.28
166985	849	121.28
53996	848	121.14
46277	847	121.0
80662	846	120.85
171829	846	120.85
139577	844	120.57
118653	844	120.57
157513	844	120.57
173501	844	120.57
23098	844	120.57
157164	843	120.42
144659	843	120.42
135342	842	120.28
162101	841	120.14
169619	841	120.14
110539	841	120.14
36034	841	120.14
161678	841	120.14
99009	840	120.0
111071	839	119.85
167968	839	119.85
32698	839	119.85
143307	838	119.71
162273	837	119.57
150998	837	119.57
157839	837	119.57
130105	836	119.42
138526	836	119.42
160769	836	119.42
123377	836	119.42
169779	834	119.14
16842	834	119.14
162851	833	119.0
137085	833	119.0
52566	833	119.0
51981	832	118.85
12342	831	118.71
117545	831	118.71
160677	831	118.71
135304	831	118.71
147888	830	118.57
171577	830	118.57
152730	830	118.57
38286	829	118.42
78443	829	118.42
125684	829	118.42
81580	828	118.28
164666	828	118.28
129192	828	118.28
109009	827	118.14
148607	827	118.14
49905	826	118.0
149615	826	118.0
164435	826	118.0
161466	826	118.0
155271	823	117.57
123192	823	117.57
122738	823	117.57
162276	823	117.57
166216	823	117.57
141913	823	117.57
50383	823	117.57
172719	822	117.42
50413	821	117.28
169884	821	117.28
40187	821	117.28
132494	820	117.14
50633	820	117.14
54218	819	117.0
162277	819	117.0
131062	819	117.0
67354	819	117.0
49944	818	116.85
156521	818	116.85
169899	818	116.85
47958	818	116.85
165202	818	116.85
77844	817	116.71
18806	817	116.71
166996	817	116.71
162166	816	116.57
141405	816	116.57
148147	816	116.57
159947	816	116.57
63045	815	116.42
78158	815	116.42
160658	815	116.42
50204	815	116.42
155633	814	116.28
121006	814	116.28
89444	814	116.28
157448	814	116.28
160800	813	116.14
139506	813	116.14
119471	813	116.14
166948	812	116.0
112379	812	116.0
34181	812	116.0
158852	810	115.71
126433	810	115.71
23103	809	115.57
135269	809	115.57
75186	808	115.42
164975	807	115.28
70930	807	115.28
164513	807	115.28
159353	806	115.14
157967	805	115.0
160259	804	114.85
69621	804	114.85
54947	804	114.85
135238	803	114.71
147243	801	114.42
59985	801	114.42
77176	801	114.42
86136	801	114.42
165004	801	114.42
142947	801	114.42
165534	800	114.28
135357	800	114.28
79466	799	114.14
162820	799	114.14
155835	798	114.0
29756	798	114.0
54302	798	114.0
155356	797	113.85
127955	797	113.85
147699	796	113.71
96501	796	113.71
142338	796	113.71
162184	795	113.57
13951	795	113.57
158015	795	113.57
157163	794	113.42
146610	794	113.42
160722	794	113.42
146960	794	113.42
157002	793	113.28
159823	793	113.28
157710	792	113.14
171431	792	113.14
59813	792	113.14
166648	791	113.0
50949	791	113.0
142960	790	112.85
142907	789	112.71
121048	789	112.71
69262	789	112.71
118948	789	112.71
144288	788	112.57
170279	788	112.57
143093	788	112.57
143156	788	112.57
79092	787	112.42
107570	787	112.42
137398	786	112.28
82724	786	112.28
148511	786	112.28
166189	785	112.14
165761	785	112.14
123188	785	112.14
164618	785	112.14
24292	784	112.0
119119	784	112.0
123077	783	111.85
164088	783	111.85
29660	783	111.85
166732	782	111.71
141106	782	111.71
121935	782	111.71
170022	782	111.71
66758	782	111.71
22558	782	111.71
162602	781	111.57
123382	780	111.42
164224	780	111.42
147303	780	111.42
173696	780	111.42
155449	779	111.28
114381	779	111.28
141233	779	111.28
163964	779	111.28
121953	778	111.14
76617	778	111.14
128491	778	111.14
162780	777	111.0
168119	777	111.0
163357	777	111.0
140881	777	111.0
112740	777	111.0
151898	774	110.57
171866	774	110.57
64365	773	110.42
149708	773	110.42
148354	773	110.42
169893	773	110.42
154007	772	110.28
73323	772	110.28
85742	772	110.28
173145	772	110.28
165422	772	110.28
64132	772	110.28
169778	771	110.14
155125	771	110.14
119900	771	110.14
79390	770	110.0
64081	770	110.0
119114	770	110.0
171309	770	110.0
152637	770	110.0
142901	769	109.85
28974	769	109.85
167508	769	109.85
143306	769	109.85
13829	768	109.71
159377	767	109.57
173195	767	109.57
63660	767	109.57
149117	767	109.57
132775	766	109.42
164131	766	109.42
60721	765	109.28
50600	765	109.28
155457	765	109.28
139419	765	109.28
145849	765	109.28
142962	764	109.14
38080	764	109.14
162571	763	109.0
73629	762	108.85
170383	762	108.85
162103	761	108.71
63754	761	108.71
166276	761	108.71
49926	760	108.57
69261	760	108.57
157494	760	108.57
155017	760	108.57
158396	760	108.57
89146	760	108.57
156528	759	108.42
122588	757	108.14
67160	756	108.0
16769	756	108.0
163359	756	108.0
171311	756	108.0
166475	756	108.0
152641	755	107.85
168865	754	107.71
155338	754	107.71
49943	754	107.71
172498	754	107.71
159009	753	107.57
72102	753	107.57
76644	753	107.57
162901	752	107.42
113892	751	107.28
60806	751	107.28
87942	751	107.28
168952	750	107.14
49987	750	107.14
91449	750	107.14
155922	750	107.14
114901	750	107.14
151521	749	107.0
170206	749	107.0
140118	748	106.85
89136	748	106.85
161089	747	106.71
161398	747	106.71
135340	747	106.71
131811	746	106.57
143562	746	106.57
84816	745	106.42
29645	745	106.42
159654	745	106.42
171392	744	106.28
168304	744	106.28
160801	743	106.14
163819	743	106.14
50721	743	106.14
132441	742	106.0
164124	742	106.0
114839	741	105.85
162154	741	105.85
158078	741	105.85
164701	740	105.71
135138	740	105.71
142967	739	105.57
166079	739	105.57
65422	738	105.42
128543	738	105.42
165553	737	105.28
69643	737	105.28
115758	737	105.28
76073	736	105.14
168816	736	105.14
81569	735	105.0
155815	735	105.0
170465	735	105.0
157239	735	105.0
72539	734	104.85
111079	734	104.85
165427	734	104.85
103026	734	104.85
118654	734	104.85
75026	733	104.71
74126	732	104.57
166808	732	104.57
64676	731	104.42
160453	731	104.42
115830	731	104.42
156480	731	104.42
135371	730	104.28
47674	730	104.28
143319	730	104.28
80036	729	104.14
64130	729	104.14
74462	729	104.14
23525	729	104.14
142965	727	103.85
162572	727	103.85
166901	727	103.85
162165	726	103.71
164019	726	103.71
165309	726	103.71
63896	726	103.71
51008	726	103.71
173508	726	103.71
165250	725	103.57
63899	725	103.57
169813	725	103.57
128603	724	103.42
169770	724	103.42
169868	724	103.42
164089	724	103.42
167071	724	103.42
158950	723	103.28
154257	723	103.28
94525	723	103.28
168954	722	103.14
109974	722	103.14
156773	722	103.14
140852	721	103.0
52360	721	103.0
170219	721	103.0
140097	721	103.0
164745	721	103.0
12313	721	103.0
169872	721	103.0
145045	721	103.0
86837	721	103.0
149847	721	103.0
153513	721	103.0
149987	720	102.85
129877	719	102.71
165666	719	102.71
126593	719	102.71
47815	719	102.71
20007	719	102.71
156746	718	102.57
173173	718	102.57
111114	718	102.57
156214	718	102.57
158400	718	102.57
168106	718	102.57
168043	717	102.42
164441	717	102.42
158161	717	102.42
146139	717	102.42
63013	716	102.28
50660	716	102.28
122948	716	102.28
42516	716	102.28
161173	715	102.14
169795	714	102.0
158455	714	102.0
173223	714	102.0
170854	714	102.0
162930	713	101.85
75917	713	101.85
158392	713	101.85
157157	713	101.85
159636	713	101.85
51853	712	101.71
159987	712	101.71
91330	711	101.57
162605	711	101.57
79327	711	101.57
129282	711	101.57
162332	711	101.57
121420	711	101.57
23299	711	101.57
157837	711	101.57
139685	710	101.42
85874	710	101.42
158871	710	101.42
46543	710	101.42
69499	710	101.42
39036	709	101.28
170395	709	101.28
160382	709	101.28
155939	709	101.28
158416	709	101.28
109147	709	101.28
171360	709	101.28
110153	709	101.28
163291	708	101.14
166164	708	101.14
75914	708	101.14
46205	708	101.14
143631	707	101.0
168652	707	101.0
171025	707	101.0
2510	706	100.85
164091	706	100.85
38231	706	100.85
54777	706	100.85
62225	705	100.71
52353	705	100.71
141616	705	100.71
171329	705	100.71
166081	704	100.57
156886	704	100.57
166675	703	100.42
165927	703	100.42
172537	703	100.42
109433	703	100.42
34751	703	100.42
135348	703	100.42
166917	703	100.42
55174	703	100.42
164436	703	100.42
15473	702	100.28
168009	701	100.14
58167	701	100.14
128171	701	100.14
169781	701	100.14
158549	701	100.14
164691	700	100.0
160383	700	100.0
58161	700	100.0
156274	700	100.0
143246	700	100.0
168792	699	99.85
144908	699	99.85
171918	699	99.85
21953	699	99.85
168874	698	99.71
157809	698	99.71
69009	698	99.71
36231	698	99.71
92343	698	99.71
153262	698	99.71
159354	697	99.57
145732	697	99.57
160463	697	99.57
135402	697	99.57
149725	697	99.57
170753	697	99.57
155920	697	99.57
71920	696	99.42
161430	696	99.42
147571	696	99.42
59766	695	99.28
168743	695	99.28
165911	695	99.28
113779	695	99.28
47024	694	99.14
156798	694	99.14
32181	693	99.0
63012	693	99.0
46725	692	98.85
162270	692	98.85
142796	691	98.71
158485	691	98.71
147907	691	98.71
138366	690	98.57
134450	690	98.57
163609	689	98.42
53723	689	98.42
16411	689	98.42
122414	688	98.28
75916	688	98.28
149062	688	98.28
12835	687	98.14
164217	687	98.14
135344	687	98.14
157167	687	98.14
69623	687	98.14
51279	687	98.14
155718	687	98.14
151220	687	98.14
158070	687	98.14
166440	686	98.0
63043	685	97.85
64086	685	97.85
164360	685	97.85
59806	685	97.85
86833	685	97.85
169336	684	97.71
54335	684	97.71
166242	684	97.71
160871	684	97.71
146845	683	97.57
28569	683	97.57
170287	683	97.57
171930	683	97.57
155529	683	97.57
154004	683	97.57
89081	683	97.57
87297	682	97.42
156298	682	97.42
40376	682	97.42
64110	682	97.42
165655	681	97.28
54018	681	97.28
145605	681	97.28
125490	681	97.28
140548	680	97.14
17575	680	97.14
121941	680	97.14
155946	680	97.14
172500	679	97.0
29293	679	97.0
166656	679	97.0
161048	679	97.0
36030	679	97.0
167293	679	97.0
155908	679	97.0
128488	679	97.0
150106	678	96.85
171407	678	96.85
119686	678	96.85
72480	678	96.85
172393	676	96.57
63563	676	96.57
166080	676	96.57
38357	676	96.57
169763	676	96.57
143059	676	96.57
123124	676	96.57
49622	676	96.57
142971	675	96.42
172501	674	96.28
15585	674	96.28
169025	674	96.28
172842	674	96.28
160262	674	96.28
150997	674	96.28
168182	674	96.28
29333	674	96.28
48103	674	96.28
60378	673	96.14
47016	673	96.14
166476	673	96.14
115836	673	96.14
51977	673	96.14
36640	672	96.0
128610	672	96.0
85962	672	96.0
128495	671	95.85
158338	671	95.85
149710	670	95.71
158996	670	95.71
168955	669	95.57
23967	669	95.57
111101	669	95.57
128487	669	95.57
84092	668	95.42
4219	668	95.42
166166	668	95.42
168788	668	95.42
113923	668	95.42
160761	668	95.42
166241	667	95.28
156933	667	95.28
172739	667	95.28
166676	666	95.14
127961	666	95.14
57401	666	95.14
155945	666	95.14
149168	666	95.14
78508	665	95.0
166078	665	95.0
154164	664	94.85
153259	664	94.85
61209	664	94.85
157958	664	94.85
169898	664	94.85
171571	664	94.85
135323	664	94.85
154274	664	94.85
74125	663	94.71
158181	663	94.71
123550	662	94.57
47738	661	94.42
145046	661	94.42
170270	661	94.42
144898	661	94.42
157964	660	94.28
119534	660	94.28
136567	660	94.28
155687	659	94.14
163529	659	94.14
46224	659	94.14
152665	658	94.0
157410	658	94.0
167018	658	94.0
35154	658	94.0
158418	658	94.0
168110	658	94.0
165649	658	94.0
128329	657	93.85
103905	657	93.85
158312	657	93.85
34212	657	93.85
156870	656	93.71
50401	656	93.71
132778	656	93.71
94276	656	93.71
161284	656	93.71
143191	656	93.71
155408	655	93.57
157773	655	93.57
148356	655	93.57
16918	655	93.57
167285	654	93.42
156138	654	93.42
27788	654	93.42
122165	654	93.42
121721	654	93.42
163722	654	93.42
69718	654	93.42
124006	654	93.42
37102	654	93.42
46651	653	93.28
162898	653	93.28
142623	653	93.28
46800	653	93.28
35032	651	93.0
50429	651	93.0
61716	651	93.0
147801	651	93.0
59151	650	92.85
164392	650	92.85
158429	650	92.85
155584	650	92.85
81568	649	92.71
169773	649	92.71
141052	649	92.71
137268	649	92.71
155909	649	92.71
169896	649	92.71
5367	649	92.71
52157	648	92.57
148357	648	92.57
155528	648	92.57
162896	647	92.42
72236	647	92.42
135270	647	92.42
72799	647	92.42
148226	647	92.42
162944	647	92.42
170094	647	92.42
153358	646	92.28
172558	646	92.28
126382	646	92.28
167305	646	92.28
171493	646	92.28
116979	646	92.28
50386	646	92.28
158969	645	92.14
50288	645	92.14
112942	645	92.14
167969	645	92.14
158397	645	92.14
156510	645	92.14
50228	644	92.0
84316	644	92.0
59579	644	92.0
152595	644	92.0
50708	644	92.0
153784	643	91.85
146353	643	91.85
144895	643	91.85
143360	643	91.85
148157	642	91.71
170919	642	91.71
48153	642	91.71
150235	642	91.71
142031	642	91.71
26930	641	91.57
76308	641	91.57
35325	641	91.57
112585	641	91.57
163328	641	91.57
32179	641	91.57
49413	640	91.42
166163	640	91.42
170260	640	91.42
141237	640	91.42
137471	640	91.42
136311	639	91.28
145048	639	91.28
55965	639	91.28
79418	639	91.28
86719	638	91.14
50222	638	91.14
158700	638	91.14
170509	638	91.14
170622	638	91.14
163901	638	91.14
28527	638	91.14
165823	637	91.0
166677	637	91.0
166001	637	91.0
135408	637	91.0
156534	637	91.0
131578	637	91.0
143118	637	91.0
115124	636	90.85
172030	636	90.85
124003	636	90.85
167085	636	90.85
150731	636	90.85
171495	636	90.85
157159	636	90.85
79448	635	90.71
80709	635	90.71
170375	635	90.71
26998	634	90.57
47739	634	90.57
147178	634	90.57
170643	634	90.57
87616	633	90.42
47013	633	90.42
115759	633	90.42
27616	633	90.42
158430	632	90.28
170369	632	90.28
115834	632	90.28
17884	632	90.28
158434	631	90.14
68807	631	90.14
117288	630	90.0
155343	630	90.0
28002	630	90.0
169285	630	90.0
129182	629	89.85
170130	629	89.85
166790	629	89.85
153258	629	89.85
163260	629	89.85
158098	629	89.85
153263	629	89.85
158077	629	89.85
115803	628	89.71
159594	628	89.71
123029	628	89.71
114115	627	89.57
170235	627	89.57
166213	627	89.57
156326	626	89.42
153194	626	89.42
39210	626	89.42
138846	626	89.42
153936	626	89.42
118074	626	89.42
162786	625	89.28
79306	625	89.28
155677	625	89.28
123030	624	89.14
49914	624	89.14
51982	623	89.0
59215	623	89.0
128784	623	89.0
119124	623	89.0
160142	622	88.85
100621	622	88.85
60122	621	88.71
24579	620	88.57
80141	620	88.57
169777	620	88.57
121937	620	88.57
142795	620	88.57
155717	620	88.57
66754	620	88.57
13451	620	88.57
139842	620	88.57
169776	619	88.42
170650	619	88.42
164084	619	88.42
165058	619	88.42
33135	619	88.42
126447	619	88.42
44195	618	88.28
164983	618	88.28
119007	617	88.14
131983	617	88.14
165645	617	88.14
160229	617	88.14
146556	617	88.14
161848	617	88.14
170000	616	88.0
166951	616	88.0
170272	616	88.0
145751	615	87.85
156448	615	87.85
163669	615	87.85
115824	615	87.85
138478	614	87.71
171492	614	87.71
97175	614	87.71
162160	613	87.57
162570	613	87.57
150785	613	87.57
61854	613	87.57
24304	613	87.57
109814	613	87.57
55108	612	87.42
164086	612	87.42
138272	612	87.42
164518	612	87.42
153171	612	87.42
128697	612	87.42
150603	611	87.28
59548	611	87.28
172419	611	87.28
108467	611	87.28
59716	611	87.28
16869	611	87.28
49976	611	87.28
115637	611	87.28
155746	610	87.14
14961	610	87.14
164381	610	87.14
158064	609	87.0
164621	609	87.0
164352	608	86.85
169069	608	86.85
153758	608	86.85
160457	607	86.71
