1848	6432	918.85
170093	5368	766.85
143103	5289	755.57
61150	3962	566.0
169958	3915	559.28
160723	3473	496.14
91838	3446	492.28
161673	3402	486.0
88343	3392	484.57
16931	3385	483.57
143622	3373	481.85
52411	3363	480.42
95550	3236	462.28
51823	3078	439.71
123172	3057	436.71
161527	2848	406.85
123176	2844	406.28
29688	2841	405.85
123174	2796	399.42
128248	2726	389.42
95549	2651	378.71
5562	2642	377.42
152676	2637	376.71
123121	2569	367.0
141618	2547	363.85
24330	2542	363.14
168452	2503	357.57
161718	2410	344.28
138919	2405	343.57
139028	2393	341.85
117882	2360	337.14
173092	2320	331.42
159583	2297	328.14
123182	2293	327.57
168104	2252	321.71
168787	2237	319.57
157439	2228	318.28
41535	2204	314.85
117059	2190	312.85
147693	2175	310.71
162454	2116	302.28
122820	2101	300.14
169217	2088	298.28
141611	2081	297.28
161528	2079	297.0
53189	2066	295.14
81726	2057	293.85
173095	2054	293.42
173093	1997	285.28
164385	1965	280.71
167766	1960	280.0
38680	1947	278.14
168403	1921	274.42
65988	1913	273.28
47662	1909	272.71
123170	1896	270.85
166772	1896	270.85
167964	1889	269.85
172483	1875	267.85
41811	1870	267.14
146808	1870	267.14
166743	1864	266.28
168846	1819	259.85
168511	1816	259.42
52931	1812	258.85
55324	1798	256.85
53190	1797	256.71
120355	1794	256.28
168866	1784	254.85
124373	1781	254.42
54801	1778	254.0
65959	1775	253.57
117918	1762	251.71
162990	1754	250.57
125349	1736	248.0
152457	1734	247.71
18272	1733	247.57
123179	1723	246.14
154995	1722	246.0
47677	1701	243.0
156363	1700	242.85
152640	1696	242.28
48931	1694	242.0
109770	1688	241.14
162182	1668	238.28
152261	1666	238.0
73285	1665	237.85
134744	1660	237.14
152638	1657	236.71
154414	1643	234.71
164481	1641	234.42
173094	1640	234.28
152639	1635	233.57
166474	1628	232.57
147802	1627	232.42
123206	1624	232.0
156932	1619	231.28
129290	1616	230.85
164972	1611	230.14
45090	1607	229.57
50566	1606	229.42
159820	1598	228.28
161610	1589	227.0
171336	1578	225.42
157799	1556	222.28
44740	1549	221.28
147800	1544	220.57
33428	1536	219.42
76914	1525	217.85
34281	1523	217.57
123181	1519	217.0
144656	1518	216.85
126473	1502	214.57
93129	1501	214.42
157162	1500	214.28
172557	1498	214.0
133982	1496	213.71
55117	1490	212.85
45451	1487	212.42
171860	1485	212.14
159339	1482	211.71
66612	1482	211.71
100026	1481	211.57
47068	1479	211.28
164234	1477	211.0
159817	1475	210.71
168543	1465	209.28
163272	1461	208.71
156202	1458	208.28
166709	1456	208.0
134742	1454	207.71
157218	1450	207.14
156815	1449	207.0
108237	1448	206.85
146197	1446	206.57
164977	1442	206.0
159379	1441	205.85
17581	1424	203.42
156821	1423	203.28
165998	1417	202.42
166169	1414	202.0
142403	1410	201.42
158910	1407	201.0
167223	1406	200.85
142981	1401	200.14
114724	1400	200.0
121878	1398	199.71
51410	1397	199.57
50375	1395	199.28
69641	1391	198.71
49948	1391	198.71
162323	1389	198.42
140389	1386	198.0
105618	1383	197.57
121804	1382	197.42
166937	1380	197.14
155836	1376	196.57
154806	1374	196.28
49855	1374	196.28
41238	1372	196.0
148355	1372	196.0
152037	1370	195.71
3651	1368	195.42
165397	1366	195.14
19209	1362	194.57
150929	1353	193.28
145472	1348	192.57
120800	1346	192.28
37685	1338	191.14
78379	1337	191.0
79	1333	190.42
145006	1332	190.28
156373	1331	190.14
156553	1331	190.14
143205	1327	189.57
60402	1324	189.14
166275	1324	189.14
129184	1319	188.42
152881	1314	187.71
72857	1312	187.42
156204	1311	187.28
46236	1310	187.14
156562	1307	186.71
155050	1306	186.57
45659	1304	186.28
166731	1303	186.14
3182	1296	185.14
161639	1295	185.0
134233	1294	184.85
166616	1293	184.71
142979	1293	184.71
150027	1293	184.71
166654	1291	184.42
138065	1285	183.57
141924	1284	183.42
108480	1280	182.85
294	1279	182.71
53443	1276	182.28
169998	1270	181.42
2304	1268	181.14
47800	1268	181.14
167113	1265	180.71
140422	1263	180.42
154166	1263	180.42
167663	1261	180.14
99078	1260	180.0
139111	1260	180.0
166911	1257	179.57
78583	1256	179.42
173139	1254	179.14
137076	1254	179.14
144899	1250	178.57
63951	1249	178.42
164973	1245	177.85
165395	1245	177.85
88159	1245	177.85
167323	1244	177.71
155059	1241	177.28
87298	1240	177.14
50381	1240	177.14
46234	1239	177.0
166086	1239	177.0
82705	1239	177.0
114959	1236	176.57
155715	1236	176.57
35037	1235	176.42
149237	1234	176.28
156203	1234	176.28
135379	1233	176.14
129569	1232	176.0
73696	1230	175.71
171599	1229	175.57
128812	1229	175.57
29662	1228	175.42
53290	1226	175.14
167027	1226	175.14
46829	1226	175.14
168103	1224	174.85
150126	1222	174.57
166528	1222	174.57
47027	1220	174.28
168405	1219	174.14
166733	1218	174.0
138520	1218	174.0
50363	1215	173.57
156509	1211	173.0
49128	1206	172.28
142366	1204	172.0
164080	1201	171.57
162164	1199	171.28
161626	1198	171.14
169607	1197	171.0
168208	1196	170.85
155317	1195	170.71
18274	1195	170.71
124464	1192	170.28
129067	1192	170.28
162318	1191	170.14
122011	1190	170.0
131587	1184	169.14
154781	1182	168.85
146587	1180	168.57
146588	1179	168.42
157488	1178	168.28
62530	1175	167.85
62298	1175	167.85
125013	1173	167.57
169784	1173	167.57
167325	1172	167.42
65689	1171	167.28
169170	1170	167.14
47898	1167	166.71
171816	1167	166.71
12101	1165	166.42
87810	1164	166.28
110538	1163	166.14
154735	1163	166.14
3911	1162	166.0
46124	1162	166.0
158444	1162	166.0
150124	1161	165.85
93907	1161	165.85
19778	1158	165.42
161058	1158	165.42
169301	1158	165.42
144759	1154	164.85
69738	1151	164.42
158707	1144	163.42
27210	1144	163.42
172553	1142	163.14
128490	1140	162.85
110546	1140	162.85
52295	1140	162.85
169054	1140	162.85
168226	1139	162.71
156035	1138	162.57
157486	1137	162.42
52291	1136	162.28
157090	1136	162.28
159637	1136	162.28
152199	1135	162.14
153779	1130	161.42
23503	1130	161.42
2773	1130	161.42
143520	1130	161.42
112202	1126	160.85
158427	1126	160.85
165672	1125	160.71
103903	1125	160.71
139786	1125	160.71
115096	1125	160.71
5495	1124	160.57
171764	1121	160.14
169796	1120	160.0
155834	1119	159.85
171737	1119	159.85
126291	1119	159.85
140678	1118	159.71
123187	1117	159.57
38195	1115	159.28
110758	1115	159.28
157170	1114	159.14
30754	1113	159.0
134192	1110	158.57
142891	1107	158.14
158475	1106	158.0
91936	1106	158.0
60296	1106	158.0
168404	1103	157.57
170205	1103	157.57
169850	1103	157.57
155980	1098	156.85
169369	1098	156.85
155938	1097	156.71
156212	1097	156.71
144907	1096	156.57
158082	1093	156.14
156372	1092	156.0
166559	1089	155.57
54534	1088	155.42
165609	1087	155.28
164590	1087	155.28
157501	1087	155.28
152156	1086	155.14
161426	1085	155.0
149337	1084	154.85
16814	1083	154.71
95152	1079	154.14
162523	1078	154.0
162156	1076	153.71
44739	1074	153.42
156685	1073	153.28
52941	1072	153.14
156951	1069	152.71
160381	1066	152.28
114731	1066	152.28
164284	1065	152.14
138358	1064	152.0
141925	1063	151.85
146574	1061	151.57
157072	1060	151.42
159355	1060	151.42
149749	1059	151.28
162271	1059	151.28
167775	1058	151.14
49569	1057	151.0
69782	1056	150.85
153780	1050	150.0
59797	1050	150.0
132129	1049	149.85
151346	1049	149.85
133984	1049	149.85
112528	1049	149.85
125350	1049	149.85
72107	1048	149.71
157559	1047	149.57
169789	1045	149.28
69706	1043	149.0
38653	1043	149.0
72105	1042	148.85
158786	1040	148.57
167279	1036	148.0
158719	1034	147.71
168616	1034	147.71
52289	1034	147.71
166149	1034	147.71
124297	1034	147.71
152306	1034	147.71
143001	1032	147.42
51467	1032	147.42
169224	1031	147.28
148526	1030	147.14
146107	1028	146.85
72103	1028	146.85
65025	1026	146.57
123201	1026	146.57
165990	1025	146.42
156508	1023	146.14
140855	1022	146.0
17579	1022	146.0
157160	1021	145.85
244	1020	145.71
171435	1020	145.71
57101	1020	145.71
149709	1020	145.71
71917	1019	145.57
162183	1018	145.42
64499	1017	145.28
165525	1017	145.28
166558	1016	145.14
158160	1015	145.0
159378	1014	144.85
118455	1010	144.28
154351	1007	143.85
157522	1007	143.85
98164	1006	143.71
108299	1006	143.71
50443	1006	143.71
29744	1005	143.57
148260	1004	143.42
137525	1003	143.28
75909	1003	143.28
49366	1002	143.14
38230	1001	143.0
147572	1000	142.85
