sh601166	13.26	10.16
sh600096	10.95	0.0
sh601788	10.61	0.0
sh600664	6.76	5.8
sz002024	14.33	7.07
sz002594	42.96	30.98
sh600036	12.42	0.0
sz002230	55.3	43.59
