2012-1-13	26045.11
2012-1-12	26417.2
2012-1-11	27521.82
2012-1-10	27443.68
2012-1-9	32287.48
2012-1-8	30806.96
2012-1-7	31733.94
2012-1-6	35013.19
2012-1-5	38261.76
2012-1-4	40612
2012-1-3	37277.03
2012-1-2	31566.82
2012-1-1	28040.18
2011-12-31	33175.58
2011-12-30	37600.54
2011-12-29	36194.54
2011-12-28	33859.55
2011-12-27	30520.45
2011-12-26	39461.79
2011-12-25	35476.92
2011-12-24	734.75
2011-12-23	1146.06
2011-12-22	1200.39
2011-12-21	1056.84
2011-12-20	2466.52
2011-12-19	1359.94
2011-12-18	647.1
2011-12-17	1501.87
2011-12-16	1736.73
2011-12-15	2703.67
2011-12-14	2282.65
2011-12-13	2251.92
2011-12-12	2405.43
2011-12-11	417.46
2011-12-10	1195.38
2011-12-9	1226.98
2011-12-8	1280.59
2011-12-7	1068.89
2011-12-6	902.64
2011-12-5	695.17
2011-12-4	194.87
2011-12-3	362.62
2011-12-2	876.15
2011-12-1	626.49
2011-11-30	495.68
2011-11-29	530.23
2011-11-28	568.39
2011-11-27	248.69
2011-11-26	461.48
2011-11-25	859.88
2011-11-24	974.56
2011-11-23	1060.29
2011-11-22	928.13
2011-11-21	843.62
2011-11-20	390.81
2011-11-19	604.65
2011-11-18	790.07
2011-11-17	899.92
2011-11-16	924.55
2011-11-15	988.69
2011-11-14	909.96
2011-11-13	476.89
2011-11-12	578.09
2011-11-11	1103.98
2011-11-10	1036.83
2011-11-9	1060.73
2011-11-8	954.42
2011-11-7	735.23
2011-11-6	300.65
2011-11-5	403.26
2011-11-4	731
2011-11-3	919.81
