北京	1442.0625	679289
大连	723.3184	27402
沈阳	527.9679	19421
西安	591.3464	20672
南京	706.9931	48764
郑州	686.6293	13468
天津	692.5661	34702
上海	1287.2030	144623
成都	560.8341	56314
深圳	887.4790	28548
济南	548.1245	30083
广州	894.8569	14284
合肥	564.9308	28124
武汉	700.2599	28199
昆明	919.2072	6714
青岛	715.5953	35655
重庆	838.2235	34847
厦门	1140.3608	7581
石家庄	572.8475	26343
杭州	1028.3857	24897
福州	782.1921	13873
苏州	644.3212	62665
