杭州	979.7162	3400
郑州	1931.0280	750
昆明	930.5690	239
西安	650.7506	2983
北京	1376.4756	634205
济南	703.8308	1229
青岛	738.5267	1855
深圳	1118.5352	1192
广州	983.3709	550
成都	620.5942	3361
武汉	758.7043	1383
天津	765.0476	1470
重庆	505.7000	940
上海	1138.0646	50120
南京	698.3297	1198
苏州	740.6897	2533
合肥	500.4103	2398
石家庄	550.2716	1193
大连	776.4403	2855
沈阳	368.5009	1172
厦门	979.6478	301
福州	896.3601	611
