2014-02-17	bj.ganji.com	19372	101313	5.229867850505885	11221	8914	688	1683	12902	50375	3066	12464
2014-02-17	zz.ganji.com	8958	59280	6.6175485599464166	14137	4477	88	142	4210	30507	1000	4719
2014-02-17	sh.ganji.com	12807	58791	4.590536425392363	8175	7297	118	824	11069	24662	817	5829
2014-02-17	qd.ganji.com	8306	58036	6.987238141102817	8588	5737	215	0	5820	33034	922	3720
2014-02-17	cq.ganji.com	8511	57341	6.737281165550464	16931	5579	620	10	6358	24301	1083	2459
2014-02-17	jn.ganji.com	7988	55469	6.944041061592388	11004	6471	303	0	7965	25544	783	3399
2014-02-17	sy.ganji.com	7353	53027	7.211614307085544	8292	5221	162	176	5445	29942	694	3095
2014-02-17	tj.ganji.com	8622	45879	5.321155184411969	10300	4285	277	49	7047	21733	881	1307
2014-02-17	cc.ganji.com	6151	43435	7.061453422207771	11663	4338	517	33	5851	18028	641	2364
2014-02-17	wh.ganji.com	7062	43305	6.132115548003399	6420	4877	34	0	4384	24050	890	2650
2014-02-17	cd.ganji.com	6654	39029	5.865494439434927	5541	7402	344	255	6398	16872	408	1809
2014-02-17	xa.ganji.com	5961	37275	6.253145445395068	6274	5449	157	19	2962	19415	494	2505
2014-02-17	zibo.ganji.com	4317	32581	7.547139217048876	6463	2805	126	47	2985	18246	796	1113
2014-02-17	nj.ganji.com	5113	29906	5.849012321533347	4418	5291	164	0	3615	14387	425	1606
2014-02-17	weifang.ganji.com	4085	29532	7.22937576499388	5174	3491	176	73	4465	14095	587	1471
2014-02-17	dl.ganji.com	4087	28881	7.066552483484219	4266	2829	0	63	2899	15986	630	2208
2014-02-17	sjz.ganji.com	4797	25129	5.238482384823849	5446	4237	80	0	3133	10990	278	965
2014-02-17	hf.ganji.com	3994	24440	6.119178768152229	2826	2918	210	40	4900	11665	361	1520
2014-02-17	su.ganji.com	4919	24265	4.932913193738565	3589	4078	74	73	4284	11255	261	651
2014-02-17	hrb.ganji.com	3544	23394	6.601015801354402	6566	1135	154	0	1373	13020	183	963
2014-02-17	hn.ganji.com	2749	22517	8.190978537650054	1970	2852	144	0	2399	13190	431	1531
2014-02-17	xj.ganji.com	3037	21273	7.004609812314785	5708	1005	97	9	829	11642	307	1676
2014-02-17	wei.ganji.com	2641	20923	7.922377887163953	2506	2771	13	64	2290	11400	394	1485
2014-02-17	ty.ganji.com	3369	20859	6.191451469278718	5043	2260	47	60	2035	9921	340	1153
2014-02-17	yantai.ganji.com	3236	19654	6.073547589616811	5474	2307	129	0	2514	8261	361	608
2014-02-17	sz.ganji.com	4631	19338	4.175771971496437	1579	3273	13	689	2715	8303	419	2347
2014-02-17	dg.ganji.com	2752	19189	6.972747093023256	506	2657	72	0	3620	11006	372	956
2014-02-17	linyi.ganji.com	2599	17580	6.764140053866872	3275	2551	22	97	1471	8613	388	1163
2014-02-17	cs.ganji.com	2987	17168	5.747572815533981	2312	2571	72	0	3154	7542	250	1267
2014-02-17	gz.ganji.com	3544	16692	4.709932279909706	1216	3409	20	145	5399	6053	282	168
2014-02-17	lz.ganji.com	2561	16193	6.322920734088247	3146	1009	0	20	716	10006	363	933
2014-02-17	xuzhou.ganji.com	2508	15986	6.3740031897926634	2793	2316	210	0	1791	8328	224	324
2014-02-17	xm.ganji.com	2962	14964	5.051991897366644	3179	2260	14	27	2352	5788	236	1108
2014-02-17	fz.ganji.com	2488	14019	5.634646302250804	2202	3209	5	58	2259	5632	159	495
2014-02-17	baoding.ganji.com	2315	13555	5.855291576673866	3136	1734	74	31	1844	6109	171	456
2014-02-17	langfang.ganji.com	2060	13205	6.410194174757281	2790	1192	37	0	2810	5313	199	864
2014-02-17	km.ganji.com	2425	13190	5.439175257731959	1595	2749	93	50	2454	5411	232	606
2014-02-17	luoyang.ganji.com	2009	13161	6.551020408163265	3070	1759	0	0	600	6451	344	937
2014-02-17	anshan.ganji.com	1816	12833	7.066629955947136	4564	953	1	0	2124	4868	323	0
2014-02-17	binzhou.ganji.com	1734	12649	7.294694348327567	3376	1590	57	130	873	5434	204	985
2014-02-17	tangshan.ganji.com	2110	12636	5.988625592417062	3616	1941	22	21	2445	4458	133	0
2014-02-17	nn.ganji.com	1913	12294	6.4265551489806585	1228	1485	26	97	2064	6499	181	714
2014-02-17	wx.ganji.com	1964	11863	6.040224032586558	2358	2457	10	15	1370	5120	200	333
2014-02-17	nmg.ganji.com	1605	11653	7.260436137071651	2714	1229	25	30	1078	5521	190	866
2014-02-17	zaozhuang.ganji.com	1491	11563	7.7551978537894035	2819	3640	96	9	1621	3138	240	0
2014-02-17	nb.ganji.com	2211	11471	5.188150158299412	1630	2590	90	0	1277	5393	101	390
2014-02-17	rizhao.ganji.com	1517	10453	6.890573500329598	1735	1582	12	60	1003	5228	133	700
2014-02-17	jining.ganji.com	1967	10406	5.290289781392985	2809	1370	27	0	2607	3327	266	0
2014-02-17	hz.ganji.com	2160	9990	4.625	1537	2893	75	18	1782	2768	287	630
2014-02-17	taian.ganji.com	1629	9789	6.009208103130755	2717	1549	17	0	1345	4005	156	0
2014-02-17	jilin.ganji.com	1397	9620	6.886184681460272	2121	971	53	0	1938	3954	142	441
