keywordId,onepv_uvc,mt_uvc,mt_pvc,uvc,pvc,sum(sr.impression),sum(sr.click),sum(sr.uv),sum(sr.pv),sum(sr.vppv),sum(sr.cost),avg(sr.position),terminal,subcategory,keyword,sc
8316794980,1.0,,,1,1,16,1,1,1,1,17.95,1.0,1.0,2.0,浦东新梅联合广场,1
8316797028,,1.0,2.0,1,2,2,1,1,2,0,10.8,1.0,1.0,2.0,普陀区国盛中心2号楼,1
8316799844,1.0,,,1,1,6,1,1,1,1,13.73,1.0,1.0,2.0,普陀财富时代大厦,1
8316810596,2.0,,,2,2,29,1,2,2,2,5.63,0.888888889,1.0,2.0,浦东张江集电港,1
8316821092,3.0,1.0,2.0,4,5,209,5,5,17,8,67.02,0.7475,1.5,2.0,七宝德必易园租赁,5
8316827748,1.0,,,1,1,69,1,1,1,1,9.67,1.095,1.0,2.0,瑞安广场,1
8316829284,1.0,,,1,1,6,1,1,1,0,7.12,1.0,1.0,2.0,全华信息大厦,1
8316830308,1.0,,,1,1,36,1,1,1,0,9.02,0.9,1.0,2.0,企业天地,1
8323800004,3.0,1.0,2.0,4,5,33,4,4,5,1,60.97,0.750357143,1.5,2.0,上海浦东由由大酒店,4
8323800516,,1.0,2.0,1,2,5,1,1,2,1,10.19,1.0,1.0,2.0,上海普陀长征工业区,1
8323842756,1.0,,,1,1,4,1,1,1,1,7.66,1.0,1.0,2.0,上海普陀绿地同创大厦,1
8323954884,,1.0,6.0,1,6,4,2,1,6,2,32.82,1.0,1.0,2.0,桐梓林写字楼,2
8324842643,2.0,,,2,2,24,4,4,21,3,28.44,1.909090909,1.0,2.0,租创意园,4
8324888211,,1.0,2.0,1,2,1,1,1,2,0,1.31,0.0,2.0,2.0,商务楼租金,1
8324889747,7.0,2.0,4.0,9,11,1219,9,11,13,1,78.86,0.7523076925,1.5,2.0,商务中心,9
8324890515,3.0,,,3,3,90,1,3,3,0,8.74,1.073181818,1.5,2.0,商务中心网,1
8324892307,1.0,,,1,1,5,3,2,8,0,18.82,0.75,1.5,2.0,产业园区出租,3
8324894611,1.0,1.0,4.0,2,5,16,3,3,9,1,26.57,1.70875,1.0,2.0,出租创意园,3
8324899731,,2.0,7.0,2,7,16,3,2,7,0,21.11,0.8,1.5,2.0,出租产业园区,3
8324901011,1.0,1.0,11.0,2,12,77,3,2,12,4,30.71,1.804117647,1.0,2.0,创意园区租赁,3
8324903059,1.0,,,1,1,3,1,1,1,0,6.84,2.0,1.0,2.0,工业园区出租,1
8326236593,1.0,2.0,5.0,3,6,28,4,3,6,0,62.68,0.8295454545,1.5,2.0,深圳求租写字楼信息,4
8326236849,,1.0,4.0,1,4,5,1,1,4,0,15.02,1.333333333,1.0,2.0,深圳南山写字楼租赁,1
8326245809,1.0,,,1,1,513,4,4,10,4,73.46,0.81,1.5,2.0,深圳创业租办公室,4
8326248369,2.0,,,2,2,3,2,2,2,0,35.38,1.0,1.5,2.0,深圳租临时办公室,1
8326248625,2.0,4.0,9.0,6,11,101,7,8,15,1,67.25,0.6592857145,1.5,2.0,深圳店面出租,5
8326249905,2.0,,,2,2,47,2,2,2,0,25.87,1.714166667,1.0,2.0,深圳办公租赁,2
8326252977,1.0,1.0,6.0,2,7,141,3,2,7,0,57.26,1.837647059,1.0,2.0,深圳写字楼招租,3
8326256817,1.0,,,1,1,27,1,1,1,0,13.82,1.645454545,1.0,2.0,深圳华强北办公室出租,1
8326257073,2.0,,,2,2,15,2,2,2,0,24.34,1.666666667,1.0,2.0,深圳办公房租赁,2
8326262705,,5.0,67.0,5,67,144,37,34,448,280,994.15,1.5925,1.0,2.0,深圳租写字楼,37
8326267825,1.0,2.0,12.0,3,13,325,5,4,30,8,94.8,1.711764706,1.0,2.0,深圳办公室租赁,5
8326270641,5.0,3.0,8.0,8,13,125,9,9,14,0,105.4,0.5867857145,1.5,2.0,深圳店面招租,8
8327021237,1.0,,,1,1,42,1,1,1,0,0.36,0.5,1.5,2.0,复兴广场,1
8327026357,1.0,,,1,1,10,1,1,1,0,7.34,1.0,1.0,2.0,金丽大厦,1
8327031477,2.0,,,2,2,40,2,3,5,2,20.01,0.968461538,1.0,2.0,交通大厦,2
8327037365,2.0,2.0,4.0,4,6,89,5,5,8,6,47.04,0.476190476,1.5,2.0,金玉兰广场,4
8327039889,1.0,,,1,1,10,1,1,1,1,10.3,1.0,1.0,2.0,尚美科技大厦招租,1
8327043217,1.0,1.0,2.0,2,3,25,3,2,3,0,27.14,1.022222222,1.0,2.0,金融科技大厦招租,3
8327047861,,1.0,2.0,1,2,2,1,1,2,0,14.23,1.0,1.0,2.0,新中苑,1
8327058321,3.0,,,3,3,46,3,3,3,3,28.16,0.97,1.0,2.0,九洲电器大厦招租,3
8327062197,2.0,,,2,2,27,2,3,5,2,28.22,1.0,1.0,2.0,香港新世界大厦,2
8327064974,,1.0,2.0,1,2,2,1,1,2,1,11.93,2.0,1.0,2.0,新华园租赁,1
8327064979,2.0,5.0,10.0,7,12,111,10,7,12,0,85.76,0.5097058825,1.5,2.0,绿地中央广场出租,10
8327066293,2.0,1.0,2.0,3,4,286,3,4,6,2,32.88,0.6257142855,1.5,2.0,上海医药大厦,3
8327477098,1.0,,,1,1,87,4,1,1,0,28.81,1.005882353,1.0,2.0,华尊大厦急租,4
8333565796,1.0,,,1,1,154,2,1,1,1,13.33,0.4863157895,1.5,2.0,大上海时代广场,2
8333574756,,1.0,2.0,1,2,1,1,1,2,1,17.84,0.0,2.0,2.0,大卫国际大厦,1
8333585508,,1.0,2.0,1,2,36,1,1,2,2,7.17,1.0,1.0,2.0,创兴金融中心出租,1
8333595492,1.0,,,1,1,2,1,1,1,1,12.99,1.0,1.0,2.0,丰树商业城,1
8333601892,1.0,,,1,1,58,1,1,1,1,12.67,0.928571429,1.0,2.0,东方国际大厦出租,1
8333602404,1.0,1.0,2.0,2,3,19,1,2,3,2,14.61,1.0,1.0,2.0,东方蓝海国际广场出租,1
8340588740,1.0,,,1,1,8,1,1,1,1,11.27,1.0,1.0,2.0,上海杨浦宝地广场,1
8340596932,,1.0,2.0,1,2,16,2,1,2,1,17.61,1.0,1.0,2.0,上海普陀绿地和创大厦,2
8341553293,4.0,3.0,12.0,7,16,766,9,11,24,0,89.15,0.513809524,1.5,2.0,好租网西安,9
8341559693,1.0,,,1,1,6,1,1,1,0,9.24,1.0,1.0,2.0,好租西安市,1
8341561485,2.0,3.0,7.0,5,9,19,5,5,9,0,39.52,1.0,1.0,2.0,找房子好租网,5
8341587853,1.0,2.0,8.0,3,9,24,4,5,15,0,47.11,1.0,1.0,2.0,好租怎么样,4
8341603725,34.0,35.0,99.0,69,133,1279,98,151,357,20,984.77,0.517222222,1.5,2.0,好租网租房,98
8341606797,1.0,,,1,1,10,1,1,1,0,11.8,1.0,1.0,2.0,好租网价格,1
8343003313,1.0,,,1,1,16,1,1,1,0,4.78,1.6,1.0,2.0,西丽办公位租金,1
8343784885,2.0,,,2,2,103,1,2,2,1,7.34,0.950555556,1.0,2.0,金钟广场,1
8343786131,5.0,1.0,2.0,6,7,87,6,7,8,7,54.01,0.5415789475,1.5,2.0,首开国风美唐出租,5
8343786421,,1.0,2.0,1,2,80,2,1,2,2,19.29,0.5019444445,1.5,2.0,恒积大厦,2
8343789493,1.0,,,1,1,15,1,1,1,0,10.15,1.0,1.0,2.0,茂名大厦,1
8343794101,1.0,,,1,1,26,3,3,10,3,38.72,1.0,1.0,2.0,裕兴大厦,3
8343795125,1.0,,,1,1,38,3,1,1,1,30.11,1.0,1.0,2.0,荣科大厦,3
8343797907,2.0,,,2,2,10,1,2,2,1,8.05,1.0,1.0,2.0,珠江摩尔国际大厦租赁,1
8343799185,1.0,,,1,1,9,1,1,1,1,6.07,1.0,1.0,2.0,深圳创业投资大厦招租,1
8343800245,1.0,,,1,1,2,1,1,1,1,6.63,1.0,1.0,2.0,博海创新天地,1
8343803286,1.0,,,1,1,38,1,1,1,1,5.93,1.0,1.0,2.0,九龙商务中心出租,1
8343804341,,1.0,2.0,1,2,98,2,1,2,0,25.42,1.08775,1.5,2.0,爱丽舍宫,2
8343806389,6.0,2.0,10.0,8,16,798,8,10,20,18,77.26,0.5820454545,1.5,2.0,上海广场,8
8343813301,1.0,,,1,1,16,3,3,12,5,24.98,1.0,1.0,2.0,越界世博园,3
8343822483,1.0,,,1,1,15,1,1,1,1,6.98,1.0,1.0,2.0,琥珀天地出租,1
8343822998,4.0,1.0,5.0,5,9,114,8,6,11,0,77.46,0.476190476,1.5,2.0,华通大厦合租,8
8343824821,,3.0,7.0,3,7,196,3,3,7,3,28.64,0.9955,1.0,2.0,环球世界大厦,3
8343830417,1.0,,,1,1,4,2,1,1,0,20.62,1.0,1.0,2.0,风华科技大厦招租,2
8343833269,,2.0,5.0,2,5,16,2,2,5,0,14.68,1.0,1.0,2.0,富荣大厦,2
8343833781,1.0,,,1,1,13,1,1,1,0,12.38,0.857142857,1.0,2.0,安垦创意园,1
8343834259,,2.0,6.0,2,6,18,3,2,6,0,28.48,1.0,1.0,2.0,高教大楼出租,3
8343835829,2.0,1.0,2.0,3,4,69,3,3,4,1,34.19,0.4705882355,1.5,2.0,越洋广场,3
8343836041,,2.0,8.0,2,8,83,6,4,126,70,80.77,1.254736842,1.0,2.0,98创意园出租,6
8343838133,2.0,,,2,2,53,7,4,14,7,61.21,0.955333333,1.0,2.0,博鸿大厦,7
8343841430,,1.0,2.0,1,2,11,1,1,2,2,11.72,1.0,1.0,2.0,主语国际急租,1
8343841973,1.0,,,1,1,2,1,1,1,1,7.95,1.0,1.0,2.0,新茂大厦,1
8343842997,,1.0,2.0,1,2,32,1,1,2,1,7.66,1.0,1.0,2.0,恒基688广场,1
8343846069,1.0,,,1,1,32,1,1,1,0,12.78,1.0,1.0,2.0,上海华侨大厦,1
8343846325,3.0,,,3,3,155,4,4,10,4,52.02,0.540238095,1.5,2.0,中信泰富广场,4
8345508966,1.0,,,1,1,6,1,1,1,0,6.94,0.666666667,1.0,2.0,深圳市华强大厦,1
8345531238,1.0,,,1,1,25,1,1,1,0,11.73,1.346666667,1.0,2.0,深圳市电商之家,1
8350338148,2.0,,,2,2,19,2,2,2,2,17.24,1.0,1.0,2.0,复地万科活力城租赁,2
8350338660,1.0,,,1,1,57,1,1,1,1,14.15,0.5078125,1.5,2.0,飞雕国际大厦出租,1
8350365028,1.0,,,1,1,8,1,1,1,0,5.21,1.0,1.0,2.0,福克斯创新园,1
8350384228,2.0,,,2,2,11,2,2,2,2,25.61,1.142857143,1.0,2.0,哈一顿大酒店,2
8350388324,1.0,,,1,1,2,2,1,1,1,21.95,1.0,1.0,2.0,海洋大厦,2
8350389092,1.0,,,1,1,5,1,1,1,0,5.21,0.5,1.0,2.0,海螺大厦,1
8358421425,2.0,,,2,2,232,2,3,3,0,15.24,0.47825,1.5,2.0,杭州空间家,2
8359393761,1.0,,,1,1,9,1,1,1,0,16.38,1.0,1.0,2.0,写字楼招租网,1
8359443425,,1.0,2.0,1,2,8,1,1,2,0,28.9,1.0,1.0,2.0,办公间租赁网,1
8359829425,,1.0,2.0,1,2,2,1,1,2,0,24.11,1.0,1.0,2.0,深圳出租办公楼,1
8360566710,1.0,,,1,1,131,1,1,1,0,13.2,0.787631579,1.5,2.0,百联置业大厦出租,1
8360577461,,1.0,2.0,1,2,9,1,1,2,2,12.85,1.3,1.0,2.0,慧峰创意园,1
8360595605,1.0,,,1,1,3,1,1,1,0,12.55,1.0,1.0,2.0,嘉里大通中心租赁,1
8360596886,1.0,3.0,8.0,4,9,65,5,5,20,8,31.95,1.0,1.0,2.0,租华通大厦,5
8360606091,1.0,,,1,1,63,1,1,1,1,9.23,1.0,1.0,2.0,租宝安大厦,1
8360609938,1.0,1.0,2.0,2,3,31,2,2,3,1,19.76,1.0,1.0,2.0,招租新华科技大厦,2
8360612498,1.0,,,1,1,24,1,1,1,1,13.22,1.324545455,1.0,2.0,租国宾大厦,1
8360614301,4.0,1.0,2.0,5,6,108,6,5,6,0,63.97,0.488809524,1.5,2.0,招租平安大厦,6
8360619403,,1.0,2.0,1,2,25,1,1,2,2,10.75,1.0,1.0,2.0,租浦发大厦,1
8361064810,1.0,,,1,1,31,2,2,6,0,16.76,1.091666667,1.0,2.0,光大大厦急租,2
8362325607,1.0,,,1,1,3,1,1,1,0,6.33,1.0,1.0,2.0,上海市云峰大厦,1
8367112292,1.0,,,1,1,9,1,1,1,1,6.55,1.0,1.0,2.0,soho世纪广场租赁,1
8367112548,1.0,,,1,1,58,2,1,1,0,53.22,1.271428571,1.0,2.0,办公间租赁,2
8367115620,1.0,,,1,1,8,1,1,1,1,7.49,1.0,1.0,2.0,爱美高大厦租金,1
8367115876,1.0,,,1,1,11,1,1,1,0,14.47,0.5,1.5,2.0,soho中山广场租金,1
8367122020,2.0,1.0,4.0,3,6,126,3,3,6,3,48.96,0.954285714,1.0,2.0,soho中山广场租赁,3
8367122532,1.0,,,1,1,15,1,1,1,1,14.01,1.0,1.0,2.0,soho世纪广场写字楼出租,1
8367124836,1.0,,,1,1,2,1,1,1,1,15.6,1.0,1.0,2.0,白玉兰环保广场租赁,1
8367126116,1.0,1.0,2.0,2,3,35,4,2,3,3,50.11,0.5,1.5,2.0,白玉兰环保广场写字楼出租,4
8367127140,1.0,,,1,1,44,1,1,1,1,7.11,1.166666667,1.0,2.0,soho东海广场租赁,1
8367133284,,1.0,3.0,1,3,1,1,1,3,0,23.68,1.0,1.0,2.0,办公室合租,1
8367134052,,2.0,6.0,2,6,10,2,2,6,3,59.66,4.375,1.0,2.0,办公房租赁,2
8367134564,,2.0,9.0,2,9,8,2,2,9,6,49.2,4.266666667,1.0,2.0,办公楼出租信息,2
8367139940,1.0,,,1,1,211,6,1,1,0,73.05,1.987142857,1.0,2.0,founder创业社区,6
8367140196,1.0,,,1,1,5,1,1,1,1,7.24,0.5,1.5,2.0,e通世界,1
8367141754,1.0,,,1,1,42,9,5,25,10,209.88,0.916666667,1.0,2.0,写字楼租赁信息,9
8367142266,5.0,3.0,7.0,8,12,251,17,22,104,27,426.39,0.829,1.5,2.0,写字楼出租信息,17
8367144548,1.0,,,1,1,13,1,1,1,0,4.18,1.0,1.0,2.0,爱立诚大厦,1
8367153508,1.0,,,1,1,2,1,1,1,1,6.8,1.0,1.0,2.0,宝龙大厦,1
8367153764,2.0,,,2,2,20,2,2,2,2,33.56,0.5183333335,1.5,2.0,宝山宝山万达广场,2
8367159396,,1.0,2.0,1,2,2,2,1,2,2,10.42,1.0,1.0,2.0,宝山区栋霖科技园,2
8367166564,1.0,,,1,1,8,1,1,1,1,16.67,1.0,1.0,2.0,宝山绿地风尚天地,1
8375169692,4.0,,,4,4,422,5,6,14,0,45.87,1.0725,1.5,2.0,西安租赁办公室,4
8375171228,1.0,,,1,1,28,1,1,1,0,5.95,2.235833333,1.0,2.0,西安办公楼租赁,1
8375172252,6.0,7.0,22.0,13,28,604,16,20,46,4,146.5,0.9458333335,1.5,2.0,西安办公室租赁,15
8375181715,2.0,,,2,2,161,2,2,2,0,17.69,0.8395652175,1.5,2.0,商务楼,2
8375182739,2.0,1.0,2.0,3,4,164,5,4,26,10,37.48,0.818695652,1.5,2.0,杭州商务楼,5
8376174817,1.0,,,1,1,4,1,1,1,0,18.78,1.0,1.0,2.0,商务楼出租网,1
8376176097,7.0,1.0,3.0,8,10,134,9,9,14,0,149.11,0.668888889,1.5,2.0,服务式办公间,9
8376176353,2.0,16.0,64.0,18,66,86,24,27,232,84,739.14,0.5913157895,1.5,2.0,写字楼租赁网,24
8376178657,1.0,,,1,1,10,1,1,1,0,14.87,1.0,1.0,2.0,租商业办公间,1
8376179169,,2.0,8.0,2,8,11,5,5,65,9,171.42,1.0,1.0,2.0,办公楼出租网,5
8376179681,,25.0,109.0,25,109,69,6,29,128,89,148.57,1.138571429,1.0,2.0,租办公楼网,6
8376189921,,10.0,48.0,10,48,26,10,10,48,32,270.27,1.0,1.0,2.0,租办公室网站,10
8376206817,1.0,1.0,3.0,2,4,15,4,3,10,1,112.2,1.0,1.0,2.0,急租写字楼,4
8376555441,1.0,,,1,1,31,1,1,1,0,14.52,1.566,1.0,2.0,深圳天安数码城服务式办公室出租,1
8376556465,1.0,,,1,1,152,2,2,56,15,35.66,1.694375,1.0,2.0,深圳天安数码城小型办公室租赁,2
8376564401,,14.0,115.0,14,115,320,102,107,967,767,3712.07,0.8765625,1.5,2.0,深圳出租写字楼,102
8376564913,1.0,,,1,1,154,1,1,1,0,15.83,1.4575,1.0,2.0,深圳商业办公室租赁,1
8376571569,,2.0,7.0,2,7,28,4,4,18,4,64.65,1.963333333,1.0,2.0,深圳租赁写字楼,4
8376584113,1.0,,,1,1,70,1,1,1,0,3.5,0.920357143,1.5,2.0,深圳梅林小型办公室出租,1
8376585649,1.0,,,1,1,84,1,1,1,0,16.54,1.975,1.0,2.0,深圳京基100附近袖珍办公室出租,1
8376591537,3.0,,,3,3,201,3,3,3,0,37.36,0.9129411765,1.5,2.0,深圳大中华国际交易广场出租,3
8376592049,2.0,2.0,4.0,4,6,239,6,5,8,1,106.96,0.6305882355,1.5,2.0,深圳创业办公室租赁,6
8376600753,,1.0,6.0,1,6,43,2,2,10,1,32.25,1.662,1.0,2.0,深圳天安数码城办公室出租,2
8376602033,3.0,,,3,3,311,4,3,3,0,66.98,0.8802941175,1.5,2.0,深圳华强北小型办公室出租,4
8376605361,1.0,,,1,1,39,2,2,11,1,26.87,1.9,1.0,2.0,深圳多丽工业园租赁,2
8376605873,1.0,,,1,1,103,1,2,2,0,9.14,0.879,1.5,2.0,深圳蛇口服务式办公出租,1
8376606129,,1.0,4.0,1,4,11,1,1,4,1,15.0,1.2083333335,1.5,2.0,深圳会议室出租,1
8376609201,1.0,,,1,1,10,1,1,1,0,19.92,2.083333333,1.0,2.0,深圳科技园办公室租赁,1
8376611249,1.0,,,1,1,64,2,1,1,0,31.14,3.5375,1.0,2.0,深圳精装小型办公室租赁,2
8376613297,,1.0,2.0,1,2,3,2,2,16,1,35.59,2.0,1.0,2.0,深圳办公室卡位出租,2
8377342358,,1.0,2.0,1,2,1,1,1,2,1,12.27,1.0,1.0,2.0,招租国兴大厦,1
8377342869,3.0,1.0,4.0,4,7,117,6,4,7,5,53.08,0.947368421,1.0,2.0,凤凰置地广场出租,6
8377385621,1.0,,,1,1,18,2,3,5,2,22.14,1.142857143,1.0,2.0,第一上海中心出租,2
8377386901,1.0,,,1,1,17,1,1,1,1,10.79,0.9,1.0,2.0,远洋新干线写字楼租赁,1
8377387659,,1.0,3.0,1,3,19,1,1,3,2,14.81,1.04,1.0,2.0,租良丰大厦,1
8377396126,1.0,,,1,1,27,1,1,1,1,9.9,1.0,1.0,2.0,租鹏基工业区,1
8379044710,1.0,,,1,1,4,1,1,1,1,13.43,1.0,1.0,2.0,深圳市中建大厦,1
8379074406,,1.0,2.0,1,2,6,1,1,2,2,8.31,1.0,1.0,2.0,深圳市公园道大厦,1
8379085670,1.0,,,1,1,2,1,1,1,0,6.94,1.0,1.0,2.0,深圳市龙园大厦,1
8379093095,4.0,1.0,2.0,5,6,296,5,6,7,6,56.46,0.505952381,1.5,2.0,上海市环球港,5
8383899492,1.0,,,1,1,2,1,1,1,0,8.1,1.0,1.0,2.0,程文商务中心,1
8383900004,,1.0,2.0,1,2,3,1,1,2,0,15.99,1.0,1.0,2.0,北外滩办公楼出租,1
8383901284,1.0,1.0,2.0,2,3,109,2,2,3,0,39.24,1.092941176,1.0,2.0,创智天地三期,2
8383932260,1.0,,,1,1,10,1,1,1,1,14.4,1.0,1.0,2.0,曹安国际商城出租,1
8383935332,1.0,,,1,1,29,1,1,1,1,8.53,1.018888889,1.0,2.0,创兴金融中心写字楼出租,1
8388684889,,1.0,3.0,1,3,27,2,2,6,2,24.12,0.4545454545,1.5,2.0,金源大厦写字楼,2
8388697433,,1.0,3.0,1,3,1,1,1,3,0,7.44,1.0,1.0,2.0,长安大厦写字楼,1
8388722521,1.0,1.0,2.0,2,3,108,3,2,3,0,25.21,1.014736842,1.0,2.0,南山智园写字楼,3
8388729945,1.0,1.0,3.0,2,4,55,5,5,14,6,50.88,1.024166667,1.0,2.0,水湾1979写字楼,5
8388733017,,1.0,2.0,1,2,12,1,1,2,1,14.43,0.75,1.0,2.0,创兴时代写字楼,1
8390540976,6.0,1.0,5.0,7,11,348,10,14,26,6,153.1,0.48,1.5,2.0,丰台科技园附近写字楼租赁,9
8390905284,1.0,,,1,1,15,1,1,1,1,10.74,1.0,1.0,2.0,上海长宁凌空soho,1
8391166757,2.0,,,2,2,12,2,2,2,1,27.71,1.0,1.0,2.0,悠乐汇写字楼出租,2
8391170853,7.0,,,7,7,85,9,8,11,8,120.81,0.95,1.0,2.0,国投财富广场写字楼出租,9
8391171877,1.0,,,1,1,16,1,1,1,1,7.63,1.618571429,1.0,2.0,中关村大厦写字楼出租,1
8391172901,1.0,,,1,1,27,1,1,1,1,8.82,0.888888889,1.0,2.0,万豪中心写字楼出租,1
8391173669,4.0,,,4,4,141,4,4,4,1,58.16,0.957,1.0,2.0,望京soho写字楼出租,4
8391186725,1.0,1.0,3.0,2,4,53,2,2,4,0,35.03,1.0,1.0,2.0,侨福芳草地大厦求租价格,2
8391205669,,1.0,2.0,1,2,6,2,1,2,2,17.4,1.0,1.0,2.0,中传北广文化传媒基地急租信息,2
8391211557,2.0,1.0,2.0,3,4,88,4,4,17,4,36.25,0.95,1.0,2.0,嘉悦广场急租信息,4
8391225125,1.0,,,1,1,8,2,2,4,2,13.95,1.0,1.0,2.0,枫蓝国际中心写字楼出租,2
8391227941,1.0,,,1,1,46,1,1,1,0,9.01,1.138181818,1.0,2.0,胜古誉园出租,1
8391228197,1.0,1.0,3.0,2,4,23,2,3,6,2,20.96,1.0,1.0,2.0,光耀东方广场写字楼出租,2
8391228709,99.0,4.0,17.0,103,116,708,121,149,351,281,1107.74,0.9319565215,1.5,2.0,总部基地写字楼出租,121
8391885468,8.0,5.0,12.0,13,20,576,22,26,166,38,194.11,0.7185416665,1.5,2.0,写字楼出租信息,22
8391887260,1.0,2.0,4.0,3,5,38,3,4,7,0,23.04,2.541176471,1.0,2.0,办公室出租信息,3
8391887772,,1.0,6.0,1,6,22,2,2,17,8,20.47,1.8,1.0,2.0,办公楼出租信息,2
8391888284,,1.0,4.0,1,4,23,2,2,13,0,18.97,3.266,1.0,2.0,出租办公室信息,2
8391888540,1.0,,,1,1,5,1,1,1,0,8.81,4.6,1.0,2.0,办公楼租赁信息,1
8391888796,2.0,2.0,6.0,4,8,112,4,4,8,2,36.17,0.9602173915,1.5,2.0,出租写字楼信息,4
8391898780,2.0,1.0,3.0,3,5,71,3,3,5,1,27.38,0.94175,1.5,2.0,写字楼租赁信息,3
8391908237,4.0,3.0,9.0,7,13,119,12,13,41,5,148.93,0.52075,1.5,2.0,好租网,11
8391913613,2.0,,,2,2,65,3,3,7,0,35.53,0.4615384615,1.5,2.0,西安好租,3
8391914381,6.0,8.0,19.0,14,25,243,19,19,41,1,215.36,1.0,1.0,2.0,好租西安,19
8391917212,1.0,,,1,1,14,1,1,1,0,6.77,2.142857143,1.0,2.0,高新写字楼出租,1
8391991699,7.0,4.0,10.0,11,17,352,14,12,22,0,114.6,0.7852,1.5,2.0,办公室,14
8391997587,2.0,,,2,2,290,3,3,8,1,28.22,1.0466666665,1.5,2.0,办公空间,3
8392012179,1.0,,,1,1,12,1,1,1,0,6.61,1.714285714,1.0,2.0,办公楼 杭州,1
8392013971,,1.0,2.0,1,2,3,2,1,2,0,19.4,2.5,1.0,2.0,办公间,2
8392014739,,1.0,4.0,1,4,34,1,1,4,0,6.66,0.95,1.0,2.0,杭州办公房,1
8393223124,1.0,,,1,1,30,3,1,1,0,69.39,1.285714286,1.0,2.0,月浦租办公楼,3
8393245908,1.0,,,1,1,1,1,1,1,0,21.42,1.0,1.0,2.0,淮海路租办公室,1
8393256148,,13.0,58.0,13,58,44,15,16,75,53,544.61,0.5,1.5,2.0,桃浦办公楼出租,15
8393347518,4.0,1.0,7.0,5,11,87,9,12,38,4,199.11,0.57,1.5,2.0,出租写字楼,9
8393361854,,2.0,6.0,2,6,11,3,3,9,1,31.95,1.0,1.0,2.0,办公房出租网,3
8393387710,1.0,,,1,1,35,10,10,68,53,232.42,1.835,1.0,2.0,写字楼租赁,10
8393388734,,2.0,19.0,2,19,36,10,10,94,69,284.85,2.39,1.0,2.0,租办公室,10
8393759347,,1.0,2.0,1,2,1,1,1,2,0,13.63,2.0,1.0,2.0,安亭办公室租赁,1
8394117302,1.0,,,1,1,4,1,1,1,1,8.83,1.0,1.0,2.0,租光华大厦,1
8394119826,3.0,1.0,4.0,4,7,60,6,4,7,7,62.75,0.928571429,1.0,2.0,电子城it产业园求租,6
8394120117,1.0,,,1,1,44,1,1,1,1,8.73,0.933333333,1.0,2.0,东方海外大厦,1
8394125212,3.0,,,3,3,21,3,3,3,0,30.08,0.905,1.0,2.0,佳兆业中心出租,3
8394128309,3.0,,,3,3,77,1,3,3,1,7.34,0.9375,1.0,2.0,晶品中心,1
8394148533,,1.0,2.0,1,2,6,1,1,2,1,0.3,1.0,1.0,2.0,阳光科技广场,1
8394156725,1.0,,,1,1,2,1,1,1,1,6.63,1.0,1.0,2.0,英励商务中心,1
8394157749,,1.0,2.0,1,2,33,2,1,2,0,29.48,1.038461538,1.0,2.0,和一大厦,2
8394161803,1.0,,,1,1,8,1,1,1,0,14.9,1.0,1.0,2.0,保利one56招租,1
8394164917,2.0,,,2,2,39,2,2,2,0,21.8,1.0,1.0,2.0,上海阿波罗大厦,2
8394171061,2.0,,,2,2,63,2,2,2,2,25.8,0.5126923075,1.5,2.0,上海招商局广场,2
8394175157,4.0,1.0,2.0,5,6,87,5,5,6,5,34.09,1.0,1.0,2.0,海森国际大厦,5
8394603882,1.0,,,1,1,35,1,1,1,0,5.93,1.147777778,1.0,2.0,金泰开阳大厦急租,1
8395819367,1.0,,,1,1,11,1,1,1,0,6.63,0.833333333,1.0,2.0,上海市陆家嘴软件园,1
8395819632,,1.0,2.0,1,2,90,2,1,2,0,21.2,1.579047619,1.0,2.0,北京红玺台,2
8395824752,1.0,,,1,1,23,1,1,1,1,9.83,0.612857143,1.5,2.0,北京林达大厦,1
8395825254,1.0,1.0,4.0,2,5,23,6,2,5,1,41.64,1.0,1.0,2.0,深圳市草埔大厦,6
8395835251,1.0,,,1,1,2,1,1,1,0,5.4,1.0,1.0,2.0,西城通泰大厦,1
8395835504,1.0,1.0,2.0,2,3,45,2,2,3,1,10.93,0.923076923,1.0,2.0,北京小悦中心,2
8395837808,1.0,,,1,1,32,1,1,1,1,6.7,0.9725,1.0,2.0,北京媒体村天居园,1
8395839344,,1.0,3.0,1,3,37,4,1,3,0,23.9,1.0,1.0,2.0,北京青北大厦,4
8395848038,1.0,,,1,1,11,1,1,1,0,12.1,1.0,1.0,2.0,深圳市百汇大厦,1
8395860080,,1.0,2.0,1,2,32,2,1,2,0,13.78,1.0,1.0,2.0,北京创客工场,2
8395861104,1.0,,,1,1,6,1,1,1,0,4.94,1.0,1.0,2.0,北京中国现代文学馆,1
8395865200,1.0,1.0,2.0,2,3,67,2,2,3,1,14.65,0.4736842105,1.5,2.0,北京豪成大厦,2
8395868016,1.0,,,1,1,8,1,1,1,0,7.79,1.0,1.0,2.0,北京美林大厦,1
8395870064,1.0,,,1,1,4,1,1,1,0,6.1,1.0,1.0,2.0,北京友谊商店,1
8395872871,1.0,,,1,1,64,1,1,1,0,7.21,1.886,1.0,2.0,上海市巾帼园,1
8395876199,3.0,,,3,3,131,4,4,4,0,32.35,0.5135,1.5,2.0,上海市万象城,3
8395880048,,1.0,2.0,1,2,11,1,1,2,0,5.4,1.0,1.0,2.0,北京海川大厦,1
