keywordId,onepv_uvc,mt_uvc,mt_pvc,uvc,pvc,sum(sr.impression),sum(sr.click),sum(sr.uv),sum(sr.pv),sum(sr.vppv),sum(sr.cost),avg(sr.position),terminal,subcategory,keyword,sc
2340264800,2.0,,,2,2,6,2,2,2,2,1.82,0.0,2.0,3.0,tit创业园租金,2
2340272658,,1.0,2.0,1,2,9,2,2,7,3,8.89,0.0,2.0,3.0,办公室出租网,2
2340272659,1.0,,,1,1,24,1,1,1,0,1.59,0.0,2.0,3.0,恒鑫大厦,1
2340272670,1.0,1.0,2.0,2,3,56,2,2,3,1,16.53,0.0,2.0,3.0,奥园大厦,2
2340272686,2.0,,,2,2,194,2,2,2,0,6.69,0.0,2.0,3.0,华海大厦,2
2340272689,1.0,,,1,1,32,2,1,1,0,6.86,0.0,2.0,3.0,瑞福大厦,2
2340272690,,1.0,2.0,1,2,28,1,1,2,0,6.35,0.0,2.0,3.0,粤电广场,1
2340272757,,1.0,5.0,1,5,2,2,1,5,1,10.52,0.0,2.0,3.0,广州机场路写字楼,2
2340272763,1.0,1.0,4.0,2,5,22,2,2,5,2,2.46,0.0,2.0,3.0,广州康乃馨商贸大厦,2
2340272768,,1.0,2.0,1,2,19,1,1,2,1,1.47,0.0,2.0,3.0,广州东澳创意小镇,1
2340272772,1.0,,,1,1,180,2,1,1,1,6.54,0.0,2.0,3.0,广州华海大厦,2
2340272775,3.0,,,3,3,126,2,3,3,3,14.93,0.0,2.0,3.0,广州石楼,2
2340272778,1.0,1.0,3.0,2,4,119,8,8,45,8,10.04,0.0,2.0,3.0,广州悦凯中心,8
2340272779,4.0,2.0,5.0,6,9,267,6,6,9,7,29.2,0.0,2.0,3.0,广州1850创意园,6
2340272788,1.0,,,1,1,77,1,1,1,1,2.32,0.0,2.0,3.0,广州保利中环广场,1
2340272793,3.0,,,3,3,97,3,3,3,2,21.38,0.0,2.0,3.0,广州达镖国际中心,3
2340272794,5.0,,,5,5,585,8,5,5,1,21.27,0.0,2.0,3.0,广州丽影广场,8
2340272795,,2.0,6.0,2,6,17,2,2,6,2,7.7,0.0,2.0,3.0,广州康富来大厦,2
2340272796,1.0,,,1,1,43,2,1,1,1,1.8,0.0,2.0,3.0,广州同泰壹号,2
2340272804,1.0,,,1,1,53,1,1,1,1,3.93,0.0,2.0,3.0,广州富力盈力大厦,1
2340272806,1.0,,,1,1,76,1,1,1,1,9.68,0.0,2.0,3.0,广州南丰汇,1
2340272808,1.0,,,1,1,43,1,1,1,1,3.69,0.0,2.0,3.0,广州瑞华大厦,1
2340272812,4.0,,,4,4,104,5,4,4,2,10.09,0.0,2.0,3.0,广州财智大厦,5
2340272833,1.0,1.0,2.0,2,3,90,2,2,3,0,21.24,0.0,2.0,3.0,广州写字楼,2
2340272835,1.0,,,1,1,2,1,1,1,0,0.76,0.0,2.0,3.0,广州商务办公室,1
2340272851,,1.0,3.0,1,3,198,2,2,8,1,8.64,0.0,2.0,3.0,写字楼,2
2340272852,2.0,1.0,3.0,3,5,128,3,3,5,0,11.66,0.0,2.0,3.0,办公室,3
2340272871,,1.0,2.0,1,2,72,2,1,2,2,2.66,0.0,2.0,3.0,广州番禺海伦堡创意园,2
2340272881,1.0,,,1,1,12,1,1,1,1,0.76,0.0,2.0,3.0,广州番禺巨大创意产业园,1
2340272891,1.0,,,1,1,24,1,1,1,1,0.6,0.0,2.0,3.0,番禺巨大创意产业园,1
2340272895,2.0,,,2,2,58,2,2,2,2,1.41,0.0,2.0,3.0,番禺海伦堡创意园,2
2340272962,2.0,,,2,2,33,2,2,2,2,6.93,0.0,2.0,3.0,广州天河时代广场,2
2340272971,1.0,,,1,1,250,4,1,1,0,25.06,0.0,2.0,3.0,广州天河正佳广场,4
2340272977,2.0,1.0,3.0,3,5,30,3,3,5,3,4.28,0.0,2.0,3.0,广州天河中信广场,3
2340272989,2.0,1.0,2.0,3,4,25,3,3,4,4,42.7,0.0,2.0,3.0,广州越秀金润铂宫,3
2340272990,1.0,,,1,1,18,1,1,1,1,1.99,0.0,2.0,3.0,广州天河城建大厦,1
2340272992,,1.0,3.0,1,3,42,1,1,3,2,2.16,0.0,2.0,3.0,广州天河太古汇,1
2340274003,,1.0,2.0,1,2,17,2,2,11,1,5.17,0.0,2.0,3.0,办公室租赁,2
2340274007,1.0,1.0,2.0,2,3,5,2,2,3,0,6.5,0.0,2.0,3.0,办公室出租网,2
2340274022,1.0,,,1,1,304,1,1,1,1,15.33,0.0,2.0,3.0,租太古汇,1
2340274027,1.0,,,1,1,22,1,1,1,1,11.28,0.0,2.0,3.0,广州番禺保利大都汇,1
2340274029,,1.0,3.0,1,3,10,1,1,3,0,0.94,0.0,2.0,3.0,办公楼租金,1
2340274030,2.0,5.0,10.0,7,12,75,10,8,14,0,10.97,0.0,2.0,3.0,写字楼租金,10
2340274032,4.0,10.0,84.0,14,88,70,26,24,172,64,312.9,0.0,2.0,3.0,好租网,26
2340274033,3.0,1.0,2.0,4,5,71,3,3,4,3,14.94,0.0,2.0,3.0,番禺保利大都汇,3
2340274036,,1.0,2.0,1,2,14,2,1,2,2,1.36,0.0,2.0,3.0,天河智汇park,2
2340274039,,1.0,2.0,1,2,476,9,2,9,2,47.58,0.0,2.0,3.0,天河正佳广场,9
2340274048,2.0,,,2,2,17,2,2,2,2,2.5,0.0,2.0,3.0,天河财富广场,2
2340274089,1.0,,,1,1,6,1,1,1,0,2.47,0.0,2.0,3.0,办公室合租,1
2340274198,1.0,1.0,3.0,2,4,17,3,3,20,10,10.69,0.0,2.0,3.0,好租,3
2340274220,1.0,,,1,1,70,1,1,1,0,2.77,0.0,2.0,3.0,首创禧瑞都,1
2340274232,1.0,,,1,1,38,1,1,1,0,2.69,0.0,2.0,3.0,新保利大厦,1
2340274235,1.0,,,1,1,60,1,1,1,0,0.88,0.0,2.0,3.0,歌华大厦,1
2340274292,1.0,,,1,1,10,3,2,11,7,43.71,0.0,2.0,3.0,大兴区写字楼出租,3
2340274913,1.0,,,1,1,8,1,1,1,0,0.83,0.0,2.0,3.0,东城办公室出租,1
2340274925,1.0,,,1,1,8,1,1,1,0,0.74,0.0,2.0,3.0,东城写字楼招租,1
2340274938,1.0,,,1,1,7,1,1,1,0,12.06,0.0,2.0,3.0,通州区工位出租,1
2340276197,1.0,,,1,1,16,1,1,1,0,1.73,0.0,2.0,3.0,万博商厦,1
2340276200,1.0,,,1,1,39,1,1,1,0,0.62,0.0,2.0,3.0,方圆大厦,1
2340276202,1.0,,,1,1,52,2,2,3,0,26.54,0.0,2.0,3.0,博雅西园,2
2340276205,2.0,,,2,2,267,2,2,2,0,10.37,0.0,2.0,3.0,当升科技,2
2340276211,2.0,,,2,2,156,2,2,2,0,17.4,0.0,2.0,3.0,当代moma,2
2340276213,1.0,,,1,1,21,2,1,1,0,3.0,0.0,2.0,3.0,元嘉国际,2
2340276223,1.0,,,1,1,61,1,1,1,0,11.99,0.0,2.0,3.0,红玺台,1
2340276224,1.0,,,1,1,72,1,1,1,0,0.83,0.0,2.0,3.0,四川大厦,1
2340276229,1.0,,,1,1,125,1,1,1,0,7.75,0.0,2.0,3.0,贵友大厦,1
2340276238,1.0,,,1,1,26,1,1,1,0,12.82,0.0,2.0,3.0,海棠居,1
2340276254,2.0,5.0,26.0,7,28,86,9,9,38,10,77.27,0.0,2.0,3.0,写字楼出租,9
2340276559,,1.0,2.0,1,2,3,2,1,2,2,2.53,0.0,2.0,3.0,摩码大厦出租,2
2340276624,1.0,,,1,1,34,4,1,1,0,17.64,0.0,2.0,3.0,北京财富中心写字楼,4
2340276632,1.0,,,1,1,4,1,1,1,1,0.74,0.0,2.0,3.0,国投财富广场写字楼,1
2340276905,1.0,,,1,1,51,1,1,1,0,4.78,0.0,2.0,3.0,朗丽兹西山花园酒店写字楼,1
2340276984,,1.0,12.0,1,12,12,1,1,12,6,1.15,0.0,2.0,3.0,租泰达时代中心,1
2340278261,1.0,,,1,1,24,1,1,1,1,2.7,0.0,2.0,3.0,立业大厦,1
2340278269,1.0,,,1,1,3,1,1,1,1,1.5,0.0,2.0,3.0,宝钢大厦,1
2340278272,3.0,,,3,3,53,3,3,3,3,7.86,0.0,2.0,3.0,鑫源国际,3
2340278274,1.0,,,1,1,12,2,1,1,0,1.2,0.0,2.0,3.0,中科基业,2
2340278277,,1.0,2.0,1,2,20,1,1,2,2,1.53,0.0,2.0,3.0,wehouse,1
2340278280,,1.0,2.0,1,2,38,2,1,2,1,10.61,0.0,2.0,3.0,立方庭,2
2340278285,2.0,,,2,2,176,3,2,2,0,19.38,0.0,2.0,3.0,荣京东街,3
2340278286,,1.0,2.0,1,2,6,2,1,2,2,1.16,0.0,2.0,3.0,知春大厦,2
2340278291,4.0,,,4,4,470,5,4,4,4,37.69,0.0,2.0,3.0,北京link,5
2340278292,1.0,,,1,1,42,1,1,1,1,1.92,0.0,2.0,3.0,佳程广场,1
2340278293,,1.0,2.0,1,2,22,1,1,2,1,0.63,0.0,2.0,3.0,量子芯座,1
2340278305,1.0,,,1,1,254,1,1,1,1,2.84,0.0,2.0,3.0,东方广场,1
2340278319,1.0,,,1,1,7,1,1,1,1,4.27,0.0,2.0,3.0,居然大厦,1
2340278329,1.0,,,1,1,30,1,1,1,0,2.79,0.0,2.0,3.0,中航广场,1
2340278334,1.0,,,1,1,102,1,1,1,1,9.05,0.0,2.0,3.0,亿客隆,1
2340278335,1.0,,,1,1,40,3,1,1,0,25.39,0.0,2.0,3.0,锐成国际,3
2340278336,3.0,,,3,3,314,4,3,3,3,30.95,0.0,2.0,3.0,国瑞城,4
2340278340,2.0,,,2,2,51,2,2,2,0,18.72,0.0,2.0,3.0,百场汇,2
2340278344,2.0,2.0,4.0,4,6,347,7,5,12,4,26.74,0.0,2.0,3.0,芭提雅,7
2340278478,1.0,,,1,1,23,1,1,1,1,0.66,0.0,2.0,3.0,石景山盛景国际,1
2340278504,1.0,,,1,1,21,1,1,1,1,11.4,0.0,2.0,3.0,崇文雍贵中心,1
2340278509,1.0,,,1,1,2,1,1,1,1,0.88,0.0,2.0,3.0,海淀中坤大厦,1
2340278512,,2.0,6.0,2,6,69,2,2,6,3,4.39,0.0,2.0,3.0,丰台总部基地,2
2340278518,1.0,,,1,1,46,1,1,1,1,3.51,0.0,2.0,3.0,大兴星光影视园,1
2340278526,3.0,,,3,3,9,3,3,3,3,4.29,0.0,2.0,3.0,大兴嘉悦广场,3
2340280064,,1.0,2.0,1,2,2,1,1,2,0,11.99,0.0,2.0,3.0,通州区写字楼租售,1
2340280108,2.0,1.0,6.0,3,8,176,4,4,10,2,12.73,0.0,2.0,3.0,朝外soho,4
2340280115,,1.0,3.0,1,3,46,1,1,3,2,4.32,0.0,2.0,3.0,朝林广场,1
2340280117,,1.0,3.0,1,3,133,2,1,3,3,9.14,0.0,2.0,3.0,绿地中心,2
2340280118,1.0,,,1,1,12,1,1,1,1,2.77,0.0,2.0,3.0,百环大厦,1
2340280119,1.0,,,1,1,15,1,1,1,1,3.79,0.0,2.0,3.0,朝阳首府,1
2340280122,1.0,,,1,1,25,1,1,1,1,3.48,0.0,2.0,3.0,宜品上层,1
2340280124,1.0,1.0,2.0,2,3,28,2,2,3,2,3.96,0.0,2.0,3.0,西奥中心,2
2340280125,1.0,,,1,1,17,1,1,1,1,1.86,0.0,2.0,3.0,机械大厦,1
2340280128,1.0,,,1,1,4,1,1,1,1,3.25,0.0,2.0,3.0,琨莎中心,1
2340280130,1.0,,,1,1,44,1,1,1,1,11.27,0.0,2.0,3.0,华普花园,1
2340280162,3.0,1.0,2.0,4,5,414,5,5,14,11,40.43,0.0,2.0,3.0,建外soho,5
2340280163,,1.0,4.0,1,4,12,1,1,4,3,2.74,0.0,2.0,3.0,汇泰大厦,1
2340280174,5.0,,,5,5,778,5,5,5,5,21.71,0.0,2.0,3.0,盘古大观,5
2340280186,1.0,,,1,1,19,1,1,1,1,2.59,0.0,2.0,3.0,中服大厦,1
2340280188,1.0,,,1,1,19,1,1,1,1,4.13,0.0,2.0,3.0,华发颐园,1
2340280189,,1.0,5.0,1,5,17,1,1,5,2,7.58,0.0,2.0,3.0,金宝大厦,1
2340280191,3.0,2.0,4.0,5,7,128,7,5,7,4,25.24,0.0,2.0,3.0,乐成中心,7
2340280192,1.0,,,1,1,26,1,1,1,1,0.49,0.0,2.0,3.0,科实大厦,1
2340280198,1.0,1.0,2.0,2,3,49,3,2,3,0,3.43,0.0,2.0,3.0,蓝堡国际中心,3
2340280201,1.0,,,1,1,8,1,1,1,1,3.04,0.0,2.0,3.0,瑞辰国际中心,1
2340280217,2.0,,,2,2,92,2,2,2,1,7.52,0.0,2.0,3.0,汉威国际广场,2
2340280223,3.0,1.0,2.0,4,5,121,4,4,5,1,8.13,0.0,2.0,3.0,尚都国际中心,4
2340280229,2.0,,,2,2,111,2,2,2,1,11.46,0.0,2.0,3.0,林达海渔广场,2
2340280236,1.0,,,1,1,61,1,1,1,1,6.06,0.0,2.0,3.0,首开国风美唐,1
2340280238,3.0,1.0,2.0,4,5,50,4,4,5,4,14.81,0.0,2.0,3.0,世奥国际中心,4
2340280242,2.0,1.0,2.0,3,4,124,3,3,4,4,5.43,0.0,2.0,3.0,tbd云集中心,3
2340280245,2.0,1.0,2.0,3,4,164,5,3,4,4,28.37,0.0,2.0,3.0,soho现代城,5
2340280247,1.0,,,1,1,34,1,1,1,0,11.99,0.0,2.0,3.0,聚龙花园7号楼,1
2340280251,1.0,1.0,2.0,2,3,50,2,2,3,0,10.97,0.0,2.0,3.0,金成建国5号,2
2340280261,1.0,,,1,1,10,1,1,1,1,9.99,0.0,2.0,3.0,时代网络大厦,1
2340280264,,1.0,2.0,1,2,31,2,1,2,2,3.91,0.0,2.0,3.0,方正国际大厦,2
2340280280,2.0,,,2,2,9,2,2,2,0,56.23,0.0,2.0,3.0,通州区写字楼出租,2
2340280281,,1.0,2.0,1,2,14,2,1,2,1,43.74,0.0,2.0,3.0,顺义区写字楼出租,2
2340280397,,1.0,2.0,1,2,1,1,1,2,1,5.67,0.0,2.0,3.0,昌平区租工位,1
2340280456,1.0,,,1,1,4,1,1,1,0,1.92,0.0,2.0,3.0,西城区租写字楼,1
2340280471,,1.0,3.0,1,3,1,1,1,3,0,8.33,0.0,2.0,3.0,通州区租办公室,1
2340280612,1.0,,,1,1,6,1,1,1,0,0.46,0.0,2.0,3.0,北京朝阳门写字楼,1
2340280621,1.0,,,1,1,2,1,1,1,0,12.61,0.0,2.0,3.0,北京亚运村写字楼,1
2340280625,1.0,,,1,1,5,1,1,1,0,25.68,0.0,2.0,3.0,北京望京写字楼,1
2340280629,,1.0,3.0,1,3,2,1,1,3,2,23.77,0.0,2.0,3.0,北京知春路写字楼,1
2340280664,1.0,,,1,1,5,1,1,1,0,0.56,0.0,2.0,3.0,北京亦庄写字楼,1
2340280680,8.0,2.0,11.0,10,19,236,11,10,19,12,26.28,0.0,2.0,3.0,光耀东方广场,11
2340280681,1.0,,,1,1,8,1,1,1,1,1.92,0.0,2.0,3.0,华声国际大厦,1
2340280683,2.0,3.0,8.0,5,10,100,6,5,10,6,12.16,0.0,2.0,3.0,国投财富广场,6
2340280696,1.0,,,1,1,2,1,1,1,0,9.99,0.0,2.0,3.0,回龙观工位出租,1
2340280818,,1.0,3.0,1,3,4,2,1,3,1,1.08,0.0,2.0,3.0,马家堡工位出租,2
2340282160,,1.0,5.0,1,5,6,1,1,5,1,7.27,0.0,2.0,3.0,北京服务式办公室,1
2340282168,1.0,,,1,1,26,1,1,1,0,1.38,0.0,2.0,3.0,嘉友国际大厦,1
2340282170,1.0,1.0,2.0,2,3,19,3,2,3,0,9.47,0.0,2.0,3.0,京桥国际公馆,3
2340282174,,1.0,2.0,1,2,60,5,3,23,11,10.69,0.0,2.0,3.0,颐泉汇,5
2340282175,1.0,,,1,1,26,2,2,2,2,1.18,0.0,2.0,3.0,中黎科技园,2
2340282180,1.0,,,1,1,3,1,1,1,1,2.07,0.0,2.0,3.0,冠城名敦道,1
2340282220,,1.0,12.0,1,12,2,1,1,12,3,23.58,0.0,2.0,3.0,大兴区办公室出租,1
2340282283,1.0,,,1,1,1,1,1,1,1,0.47,0.0,2.0,3.0,华普花园租金,1
2340282373,1.0,,,1,1,2,1,1,1,0,5.01,0.0,2.0,3.0,北京三元桥写字楼,1
2340282380,1.0,,,1,1,1,1,1,1,1,1.25,0.0,2.0,3.0,三里屯soho租金,1
2340282412,1.0,,,1,1,3,1,1,1,1,8.32,0.0,2.0,3.0,上地moma出租,1
2340282418,2.0,,,2,2,10,2,2,2,2,7.63,0.0,2.0,3.0,洛克时代中心,2
2340282712,1.0,,,1,1,5,1,1,1,1,0.62,0.0,2.0,3.0,劲松大厦出租,1
2340282858,,1.0,3.0,1,3,6,1,1,3,1,22.37,0.0,2.0,3.0,写字楼出租网,1
2340282860,2.0,,,2,2,192,2,2,2,0,14.29,0.0,2.0,3.0,北京办公室,2
2340282865,,1.0,2.0,1,2,31,1,1,2,2,1.8,0.0,2.0,3.0,通州潞河名苑,1
2340282898,,1.0,2.0,1,2,171,2,1,2,1,12.06,0.0,2.0,3.0,北京香颂,2
2340282904,1.0,1.0,2.0,2,3,29,2,2,3,2,21.51,0.0,2.0,3.0,博雅国际中心,2
2340282909,,1.0,2.0,1,2,13,2,2,9,5,3.59,0.0,2.0,3.0,租工位,2
2340282917,1.0,,,1,1,5,1,1,1,0,0.83,0.0,2.0,3.0,租办公区,1
2340282932,1.0,,,1,1,4,1,1,1,1,3.36,0.0,2.0,3.0,租朝阳首府,1
2340284106,1.0,,,1,1,2,1,1,1,0,10.03,0.0,2.0,3.0,五道口办公室租赁,1
2340284500,2.0,,,2,2,10,1,2,2,0,0.48,0.0,2.0,3.0,国贸三期租金,1
2340284553,1.0,,,1,1,2,1,1,1,1,0.45,0.0,2.0,3.0,798艺术区出租,1
2340284557,1.0,1.0,2.0,2,3,117,1,2,3,0,2.9,0.0,2.0,3.0,酒仙桥办公室,1
2340284617,1.0,,,1,1,4,1,1,1,1,10.04,0.0,2.0,3.0,国投尚科大厦,1
2340284621,2.0,,,2,2,21,1,1,1,1,9.99,0.0,2.0,3.0,北京豪威大厦,1
2340284623,1.0,1.0,2.0,2,3,38,4,2,3,1,30.43,0.0,2.0,3.0,北京财富中心,4
2340284627,8.0,,,8,8,204,7,8,8,8,49.21,0.0,2.0,3.0,首城国际中心,7
2340284693,,1.0,3.0,1,3,8,1,1,3,1,0.75,0.0,2.0,3.0,工位出租,1
2340284711,1.0,,,1,1,23,1,1,1,1,1.81,0.0,2.0,3.0,丰台诺德中心,1
2340284712,1.0,,,1,1,10,1,1,1,1,1.14,0.0,2.0,3.0,海淀银科大厦,1
2340284746,8.0,6.0,16.0,14,24,1276,20,18,40,16,100.92,0.0,2.0,3.0,望京soho,20
2340284747,1.0,,,1,1,23,1,1,1,1,2.01,0.0,2.0,3.0,世茂国际中心,1
2340284777,1.0,1.0,3.0,2,4,15,2,2,4,2,4.52,0.0,2.0,3.0,望京国际中心,2
2340284778,1.0,1.0,2.0,2,3,5,1,2,3,2,0.99,0.0,2.0,3.0,长远天地大厦,1
2340284780,1.0,,,1,1,2,1,1,1,1,0.94,0.0,2.0,3.0,新宫家园北区,1
2340284786,,1.0,2.0,1,2,6,2,1,2,0,2.8,0.0,2.0,3.0,源创空间大厦,2
2340284836,1.0,,,1,1,12,1,1,1,1,0.77,0.0,2.0,3.0,丰台时代财富天地,1
2340284880,,1.0,3.0,1,3,16,1,1,3,1,2.83,0.0,2.0,3.0,德胜凯旋大厦,1
2340284993,3.0,9.0,67.0,12,70,54,26,21,191,58,219.28,0.0,2.0,3.0,好租,26
2340286313,1.0,,,1,1,4,1,1,1,1,0.97,0.0,2.0,3.0,光华路soho2期租金,1
2340286377,1.0,,,1,1,2,1,1,1,0,24.02,0.0,2.0,3.0,亦庄写字楼招租,1
2340286421,,1.0,3.0,1,3,20,1,1,3,1,10.33,0.0,2.0,3.0,办公室出租,1
2340286424,,1.0,2.0,1,2,5,1,1,2,1,9.99,0.0,2.0,3.0,北京写字楼网,1
2340286427,8.0,5.0,15.0,13,23,493,25,21,104,32,504.73,0.0,2.0,3.0,北京写字楼,25
2340286453,1.0,,,1,1,4,1,1,1,0,20.12,0.0,2.0,3.0,写字楼求租,1
2340286482,,1.0,3.0,1,3,57,1,1,3,2,0.58,0.0,2.0,3.0,租荣京东街,1
2340286901,1.0,,,1,1,1,1,1,1,0,4.56,0.0,2.0,3.0,奉贤区办公室出租,1
2340286909,1.0,,,1,1,14,1,1,1,0,0.88,0.0,2.0,3.0,嘉定区写字楼出租,1
2340286913,,1.0,5.0,1,5,2,2,1,5,1,10.61,0.0,2.0,3.0,虹口区写字楼出租,2
2340286986,,1.0,2.0,1,2,4,3,2,67,22,36.06,0.0,2.0,3.0,上海办公室出租网,3
2340288199,,1.0,2.0,1,2,6,1,1,2,1,1.3,0.0,2.0,3.0,金澳国际写字楼,1
2340288201,1.0,,,1,1,4,1,1,1,1,0.62,0.0,2.0,3.0,朝外soho写字楼,1
2340290423,1.0,,,1,1,9,1,1,1,0,8.32,0.0,2.0,3.0,杨浦办公房出租,1
2340290605,1.0,,,1,1,1,1,1,1,0,9.33,0.0,2.0,3.0,北蔡办公房出租,1
2340290957,1.0,1.0,2.0,2,3,26,3,2,3,3,2.85,0.0,2.0,3.0,上海中金国际广场,3
2340290960,1.0,,,1,1,20,2,1,1,0,7.36,0.0,2.0,3.0,上海东方有线大厦,2
2340290962,1.0,,,1,1,62,3,3,7,5,6.7,0.0,2.0,3.0,上海汇京国际广场,3
2340290963,1.0,,,1,1,349,1,1,1,1,5.76,0.0,2.0,3.0,上海1933老场坊,1
2340290969,1.0,,,1,1,7,2,1,1,1,6.54,0.0,2.0,3.0,上海徐汇商务大厦,2
2340290976,1.0,,,1,1,135,2,1,1,1,2.62,0.0,2.0,3.0,上海久事商务大厦,2
2340290978,1.0,2.0,11.0,3,12,24,3,3,12,4,2.45,0.0,2.0,3.0,上海越界创意园区,3
2340290980,1.0,,,1,1,32,1,1,1,1,1.45,0.0,2.0,3.0,上海博大汽车公园,1
2340290982,1.0,,,1,1,25,1,1,1,1,1.44,0.0,2.0,3.0,上海中融信托大厦,1
2340290987,1.0,,,1,1,62,1,1,1,1,2.21,0.0,2.0,3.0,上海飞洲国际广场,1
2340292011,1.0,,,1,1,45,1,1,1,1,11.99,0.0,2.0,3.0,上海滩花园洋房出租,1
2340292017,,1.0,2.0,1,2,14,1,1,2,0,8.7,0.0,2.0,3.0,龙泽大厦,1
2340292019,1.0,,,1,1,1,1,1,1,0,8.32,0.0,2.0,3.0,沙田大厦,1
2340292026,3.0,1.0,5.0,4,8,105,9,5,16,1,29.61,0.0,2.0,3.0,创客空间,9
2340292037,1.0,,,1,1,6,1,1,1,0,0.81,0.0,2.0,3.0,现代大厦,1
2340292039,1.0,,,1,1,5,1,1,1,0,1.05,0.0,2.0,3.0,嘉禾大厦,1
2340292044,,1.0,7.0,1,7,4,1,1,7,2,6.67,0.0,2.0,3.0,振源大厦,1
2340292045,1.0,,,1,1,21,1,1,1,0,8.95,0.0,2.0,3.0,华生大厦,1
2340292057,,1.0,2.0,1,2,14,2,1,2,0,1.86,0.0,2.0,3.0,北科大厦,2
2340292153,,1.0,4.0,1,4,1,1,1,4,0,1.04,0.0,2.0,3.0,奉贤写字楼出租,1
2340292166,,1.0,8.0,1,8,8,2,1,8,0,1.65,0.0,2.0,3.0,上海工位租赁,2
2340292183,1.0,,,1,1,10,1,1,1,1,0.73,0.0,2.0,3.0,宝隆一方大厦出租,1
2340292992,1.0,,,1,1,19,1,1,1,1,0.55,0.0,2.0,3.0,上海东方国际大厦,1
2340294292,,2.0,9.0,2,9,38,2,2,9,4,4.43,0.0,2.0,3.0,上海远东国际广场,2
2340294294,1.0,,,1,1,19,1,1,1,1,6.7,0.0,2.0,3.0,上海华敏翰尊国际,1
2340294298,,1.0,2.0,1,2,11,1,1,2,1,0.72,0.0,2.0,3.0,上海兆丰世贸大厦,1
2340294320,2.0,,,2,2,140,4,2,2,0,30.75,0.0,2.0,3.0,上海淮海中路办公室,4
2340294333,1.0,,,1,1,12,1,1,1,0,5.53,0.0,2.0,3.0,上海淮海西路办公室,1
2340294451,1.0,,,1,1,2,1,1,1,1,0.63,0.0,2.0,3.0,光大会展中心租金,1
2340294484,,1.0,2.0,1,2,14,1,1,2,1,2.4,0.0,2.0,3.0,上海写字楼租金,1
2340294502,4.0,,,4,4,165,4,4,4,3,9.04,0.0,2.0,3.0,浦东康桥工业区,4
2340294509,1.0,,,1,1,26,1,1,1,1,7.65,0.0,2.0,3.0,浦东世纪汇广场,1
2340294609,2.0,,,2,2,48,2,2,2,1,5.37,0.0,2.0,3.0,兰生大厦,2
2340294614,1.0,,,1,1,20,1,1,1,1,5.95,0.0,2.0,3.0,恒积大厦,1
2340294622,2.0,,,2,2,18,4,2,2,2,13.5,0.0,2.0,3.0,上海李子园大厦,4
2340294625,5.0,,,5,5,590,6,5,5,3,17.73,0.0,2.0,3.0,上海日月光中心,6
2340294629,1.0,,,1,1,20,1,1,1,1,3.97,0.0,2.0,3.0,上海内外联大厦,1
2340294630,1.0,,,1,1,18,1,1,1,1,1.53,0.0,2.0,3.0,上海新华园,1
2340294634,1.0,,,1,1,112,1,1,1,1,6.68,0.0,2.0,3.0,上海仙乐斯广场,1
2340294635,8.0,,,8,8,193,9,8,8,5,18.2,0.0,2.0,3.0,上海梅龙镇广场,9
2340294732,1.0,,,1,1,12,1,1,1,1,0.53,0.0,2.0,3.0,上海杨浦区五角场万达广场,1
2340294737,1.0,,,1,1,103,3,3,29,14,18.51,0.0,2.0,3.0,商务楼,3
2340294738,2.0,1.0,2.0,3,4,162,4,4,15,4,14.85,0.0,2.0,3.0,写字楼,4
2340294739,1.0,,,1,1,66,1,1,1,0,2.15,0.0,2.0,3.0,办公楼,1
2340294741,1.0,,,1,1,75,2,2,44,27,2.36,0.0,2.0,3.0,办公室,2
2340294832,2.0,3.0,28.0,5,30,120,8,7,43,15,57.4,0.0,2.0,3.0,上海写字楼,8
2340294841,1.0,,,1,1,12,2,1,1,1,4.46,0.0,2.0,3.0,上海长宁88中心,2
2340294843,2.0,,,2,2,35,2,2,2,2,4.56,0.0,2.0,3.0,上海soho中山广场,2
2340296009,1.0,,,1,1,126,1,1,1,0,1.89,0.0,2.0,3.0,上海科技京城,1
2340296010,7.0,2.0,6.0,9,13,536,16,9,13,12,49.08,0.0,2.0,3.0,上海绿地中心,16
2340296014,,1.0,2.0,1,2,51,2,1,2,2,1.64,0.0,2.0,3.0,曹安国际商城,2
2340296029,1.0,,,1,1,2,1,1,1,0,1.1,0.0,2.0,3.0,漕河泾写字楼,1
2340296041,,1.0,3.0,1,3,80,1,1,3,1,9.02,0.0,2.0,3.0,上海嘉汇广场,1
2340296043,1.0,1.0,2.0,2,3,52,2,2,3,2,10.13,0.0,2.0,3.0,上海智慧广场,2
2340296103,,1.0,2.0,1,2,5,1,1,2,0,5.57,0.0,2.0,3.0,上海租办公楼,1
2340296137,3.0,,,3,3,435,6,4,8,5,22.35,0.0,2.0,3.0,上海金桥国际商业广场,6
2340296139,3.0,,,3,3,154,3,3,3,3,24.29,0.0,2.0,3.0,上海金桥825,3
2340296142,,1.0,2.0,1,2,32,1,1,2,2,3.03,0.0,2.0,3.0,上海金桥大厦,1
2340296248,2.0,,,2,2,2,2,2,13,6,17.07,0.0,2.0,3.0,好租网,2
2340296346,1.0,1.0,3.0,2,4,20,2,2,4,0,11.7,0.0,2.0,3.0,租写字楼,2
2340296430,1.0,,,1,1,15,1,1,1,1,7.42,0.0,2.0,3.0,上海江桥万达出租,1
