3	179.04625	26	19	8	2	15	2	15	3	1	0	29	1	1	16	0	1	15	1	1	1	86.6071428571	75.5952380952	58.45	64.925	0	22.5	30.0
3	178.985952381	6	4	4	2	19	2	19	3	3	0	28	1	1	15	1	1	14	1	1	0	97.0238095238	89.880952381	56.49	63.105	0	27.0	26.0
3	178.8525	8	4	1	0	0	0	0	0	6	1	2	0	1	15	1	0	16	1	0	1	96.4285714286	95.5357142857	70.0	65.8	-5	16.5	14.0
3	178.7735	17	13	0	5	46	5	46	8	5	1	73	1	1	15	1	1	15	0	0	1	91.0714285714	94.9404761905	36.96	54.32	-5	13.5	26.0
3	178.3875	11	6	4	0	0	0	0	0	15	0	0	1	1	14	1	0	15	1	0	1	94.9404761905	88.3928571429	70.0	59.5	0	15.0	22.0
3	178.268571429	5	4	1	1	2	1	2	1	7	0	4	0	1	16	1	0	14	0	0	0	97.3214285714	96.4285714286	66.92	63.84	0	7.5	18.0
3	177.9725	6	6	5	0	0	0	0	0	9	0	1	0	1	16	1	0	14	1	1	1	96.4285714286	87.7976190476	70.0	63.7	0	22.5	18.0
3	177.970714286	1	0	2	1	3	1	3	2	15	1	4	1	1	16	1	0	14	1	1	0	99.7023809524	95.5357142857	66.43	57.435	-5	22.5	30.0
3	177.88925	14	3	0	6	43	6	43	10	4	0	72	1	0	15	0	0	16	1	1	1	94.9404761905	95.8333333333	36.33	53.585	0	19.5	20.0
3	177.635	4	2	1	3	20	3	20	3	9	0	34	0	1	15	0	0	15	0	0	1	98.2142857143	96.7261904762	53.9	58.45	0	3.0	14.0
3	177.61375	13	4	0	8	55	8	55	8	4	0	92	1	0	15	1	1	14	0	0	1	94.9404761905	96.130952381	26.25	53.025	0	12.0	20.0
3	177.414903846	25	16	1	3	15	3	15	5	0	0	39	1	1	16	1	1	16	1	1	1	87.7976190476	90.4761904762	56.35	63.875	-15.3846153846	30.0	30.0
3	177.22875	13	1	8	1	5	1	5	2	12	0	8	1	1	16	0	1	14	1	1	1	95.8333333333	79.4642857143	65.45	59.325	0	21.0	30.0
3	176.9975	1	1	4	0	0	0	0	0	14	1	3	1	1	14	0	0	15	1	1	1	99.4047619048	91.369047619	70.0	60.2	-5	18.0	22.0
3	176.6475	57	24	0	0	0	0	0	0	4	0	3	0	1	16	1	0	14	1	0	1	75.8928571429	83.0357142857	70.0	67.2	0	13.5	18.0
3	176.403	4	0	8	6	48	6	48	9	1	0	73	1	1	16	1	1	15	0	0	1	98.8095238095	82.1428571429	33.88	55.86	0	13.5	30.0
3	176.171428571	23	13	1	0	0	0	0	0	7	0	0	1	0	15	1	0	15	1	0	0	89.2857142857	91.0714285714	70.0	65.1	0	15.0	20.0
3	176.054761905	2	2	3	0	0	0	0	0	3	3	1	1	1	16	1	1	14	1	1	0	98.8095238095	93.1547619048	70.0	67.9	-15	27.0	30.0
3	176.04325	5	0	2	5	7	5	7	5	1	4	13	1	1	16	1	0	14	0	0	1	98.5119047619	94.3452380952	56.07	63.315	-20	7.5	30.0
3	175.9745	58	53	1	2	12	2	12	2	1	1	16	1	1	15	0	0	15	1	0	1	66.9642857143	80.6547619048	59.92	65.94	-5	9.0	26.0
3	175.535	4	3	4	0	0	0	0	0	9	1	0	0	1	16	0	1	16	0	0	1	97.9166666667	90.4761904762	70.0	63.7	-5	9.0	18.0
3	175.48	45	34	1	0	0	0	0	0	2	0	2	0	1	15	0	0	15	1	1	1	76.4880952381	84.5238095238	70.0	68.6	0	18.0	14.0
3	175.29825	8	1	4	4	7	4	7	5	1	2	9	1	0	16	1	1	15	1	1	1	97.3214285714	89.2857142857	58.17	63.665	-10	28.5	24.0
3	175.23	22	13	8	1	10	1	10	1	4	1	16	1	1	16	0	1	15	1	1	1	89.5833333333	76.7857142857	63.0	65.1	-5	22.5	30.0
3	175.1865	13	11	2	7	34	7	34	9	4	0	38	1	0	15	0	1	14	0	0	1	92.8571428571	91.9642857143	38.64	54.88	0	6.0	20.0
3	175.09675	31	13	6	3	13	3	13	5	8	0	22	1	1	16	0	1	14	1	1	1	86.9047619048	78.2738095238	57.33	58.485	0	21.0	30.0
3	174.6215	11	3	0	5	34	5	34	8	5	2	58	1	0	16	0	0	14	1	1	1	95.8333333333	96.7261904762	42.84	55.58	-10	16.5	24.0
3	174.305	44	33	6	3	30	3	30	6	0	0	45	1	1	16	0	0	16	0	0	1	77.0833333333	74.4047619048	49.0	61.6	0	4.5	30.0
2	198.80952381	4	0	16	0	0	0	0	0	3	0	0	1	1	16	1	0	14	0	0	0	98.8095238095	65.4761904762	70.0	67.9	0	7.5	30.0
2	196.428571429	10	2	11	0	0	0	0	0	10	0	0	1	1	16	1	0	16	0	0	1	96.4285714286	74.1071428571	70.0	63.0	0	10.5	30.0
2	196.0	0	0	18	0	0	0	0	0	18	0	5	1	1	15	1	0	16	1	1	0	100.0	62.5	70.0	57.4	0	25.5	26.0
2	194.451904762	3	2	7	1	4	1	4	2	20	0	5	1	1	16	0	0	15	1	0	1	98.5119047619	84.5238095238	65.94	53.83	0	9.0	30.0
2	193.916666667	4	3	3	0	0	0	0	0	3	0	0	1	1	15	0	0	15	0	0	1	97.9166666667	92.5595238095	70.0	67.9	0	3.0	26.0
2	191.404761905	2	0	14	0	0	0	0	0	17	0	4	1	1	14	0	0	15	1	1	1	99.4047619048	70.2380952381	70.0	58.1	0	18.0	22.0
2	190.107142857	2	1	13	0	0	0	0	0	19	1	2	1	1	15	0	1	16	0	0	1	99.1071428571	72.3214285714	70.0	56.7	-5	9.0	26.0
2	188.80952381	3	1	24	0	0	0	0	0	7	2	0	1	1	16	1	0	14	0	0	0	98.8095238095	49.1071428571	70.0	65.1	-10	7.5	30.0
2	188.559047619	6	2	3	1	4	1	4	2	1	1	8	1	1	16	1	1	14	0	0	1	97.619047619	91.9642857143	65.94	67.13	-5	12.0	30.0
2	188.37	0	0	8	2	7	2	7	3	16	0	13	1	1	15	1	0	15	1	0	0	100.0	83.3333333333	62.37	55.265	0	15.0	26.0
2	188.130952381	7	6	24	0	0	0	0	0	13	0	4	1	1	14	0	1	14	0	0	1	96.130952381	47.9166666667	70.0	60.9	0	6.0	22.0
2	188.047619048	18	2	24	0	0	0	0	0	8	0	2	1	0	16	0	1	14	0	0	0	94.0476190476	44.6428571429	70.0	64.4	0	6.0	24.0
2	187.916666667	5	2	14	0	0	0	0	0	0	0	4	1	0	15	1	1	16	0	0	0	97.9166666667	69.3452380952	70.0	70.0	0	15.0	20.0
2	187.80952381	4	0	11	0	0	0	0	0	16	1	5	1	0	16	0	1	16	1	1	1	98.8095238095	75.8928571429	70.0	58.8	-5	24.0	24.0
2	186.64952381	3	1	19	2	4	2	4	4	9	0	4	1	0	16	1	1	16	1	0	0	98.8095238095	59.5238095238	63.84	59.78	0	21.0	24.0
2	186.369047619	20	9	9	0	0	0	0	0	17	1	0	1	1	16	0	0	14	0	0	0	91.369047619	75.2976190476	70.0	58.1	-5	1.5	30.0
2	186.181428571	5	4	17	2	6	2	6	3	6	0	11	1	1	15	1	1	15	1	1	1	97.3214285714	63.0952380952	62.86	62.37	0	28.5	26.0
2	186.023809524	7	3	6	0	0	0	0	0	12	1	3	1	0	16	0	0	14	1	1	0	97.0238095238	85.4166666667	70.0	61.6	-5	16.5	24.0
2	185.921904762	5	0	9	1	1	1	1	2	12	2	2	1	1	16	1	0	15	0	0	0	98.5119047619	79.7619047619	67.41	59.745	-10	9.0	30.0
2	185.880952381	24	10	16	0	0	0	0	0	18	0	4	1	1	15	0	0	15	0	0	0	89.880952381	59.5238095238	70.0	57.4	0	3.0	26.0
2	185.666190476	7	4	0	2	14	2	14	3	9	0	24	1	1	16	0	1	15	1	0	1	96.7261904762	97.9166666667	58.94	59.43	0	13.5	30.0
2	185.583333333	23	12	20	0	0	0	0	0	12	0	3	1	1	15	0	0	16	1	0	1	89.5833333333	51.4880952381	70.0	61.6	0	10.5	26.0
2	185.535714286	9	6	11	0	0	0	0	0	12	2	2	1	1	16	1	0	15	1	1	1	95.5357142857	74.4047619048	70.0	61.6	-10	24.0	30.0
2	185.324761905	1	1	17	1	2	1	2	1	1	1	5	1	0	16	1	0	15	0	0	1	99.4047619048	64.2857142857	66.92	68.04	-5	9.0	24.0
2	185.119047619	41	9	16	0	0	0	0	0	15	0	4	1	1	16	1	1	14	1	1	1	85.119047619	54.4642857143	70.0	59.5	0	27.0	30.0
2	185.094761905	16	7	23	1	4	1	4	2	19	0	6	1	1	15	1	0	14	0	0	0	93.1547619048	47.3214285714	65.94	54.53	0	7.5	26.0
2	184.867142857	3	0	24	3	6	3	6	4	9	1	8	1	1	16	0	0	16	0	0	0	99.1071428571	49.1071428571	60.76	59.22	-5	4.5	30.0
2	184.717619048	36	5	5	1	2	1	2	2	2	0	2	1	1	16	1	0	15	1	1	0	87.7976190476	78.869047619	66.92	66.64	0	24.0	30.0
2	184.642857143	16	2	15	0	0	0	0	0	18	2	3	1	1	16	0	1	16	0	0	1	94.6428571429	63.9880952381	70.0	57.4	-10	9.0	30.0
2	184.559047619	7	1	24	1	4	1	4	1	13	1	7	1	1	15	1	1	15	1	0	0	97.619047619	47.9166666667	65.94	59.43	-5	19.5	26.0
2	184.511904762	3	2	21	0	0	0	0	0	6	2	1	1	1	15	1	1	14	1	0	0	98.5119047619	55.3571428571	70.0	65.8	-10	18.0	26.0
2	184.054285714	5	1	10	2	4	2	4	2	12	0	7	1	1	14	1	1	14	1	0	1	98.2142857143	77.6785714286	63.84	59.08	0	18.0	22.0
2	183.684285714	4	2	4	1	7	1	7	2	3	1	11	1	1	15	1	1	16	0	0	0	98.2142857143	90.4761904762	64.47	65.415	-5	15.0	26.0
2	183.606666667	19	9	17	1	4	1	4	2	6	0	6	1	1	15	1	1	16	0	0	0	91.6666666667	58.9285714286	65.94	63.63	0	15.0	26.0
2	182.92	0	0	23	1	2	1	2	1	6	2	4	1	1	15	1	0	15	0	0	1	100.0	52.0833333333	66.92	64.54	-10	9.0	26.0
2	182.642857143	14	4	18	0	0	0	0	0	6	0	5	0	1	16	1	0	15	0	0	1	94.6428571429	58.3333333333	70.0	65.8	0	9.0	18.0
2	182.55952381	23	2	14	0	0	0	0	0	19	0	2	1	0	15	1	0	16	0	0	1	92.5595238095	63.9880952381	70.0	56.7	0	10.5	20.0
2	182.452380952	21	1	16	1	10	1	10	2	14	0	19	1	1	15	1	1	14	1	1	0	93.4523809524	60.4166666667	63.0	57.4	0	27.0	26.0
2	182.404761905	2	0	15	1	10	1	10	2	12	2	14	1	1	16	1	0	15	1	0	0	99.4047619048	68.1547619048	63.0	58.8	-10	15.0	30.0
2	182.287142857	23	1	21	2	13	2	13	2	7	0	21	1	1	16	1	0	16	0	0	0	92.8571428571	49.4047619048	59.43	61.635	0	10.5	30.0
2	182.047619048	16	4	8	0	0	0	0	0	9	0	1	0	1	16	1	1	16	0	0	0	94.0476190476	78.5714285714	70.0	63.7	0	15.0	18.0
2	181.416666667	29	20	16	0	0	0	0	0	9	0	1	1	1	15	1	1	15	1	1	1	85.4166666667	58.0357142857	70.0	63.7	0	28.5	26.0
2	181.208571429	6	6	21	3	8	3	8	6	15	1	12	1	1	16	1	1	15	1	1	0	96.4285714286	54.4642857143	59.78	53.41	-5	28.5	30.0
2	181.172380952	1	0	16	1	7	1	7	2	2	1	13	1	1	14	1	1	15	0	0	1	99.7023809524	66.369047619	64.47	66.115	-5	13.5	22.0
2	181.107142857	3	0	1	0	0	0	0	0	2	0	1	0	0	16	0	1	14	0	0	1	99.1071428571	97.0238095238	70.0	68.6	0	6.0	12.0
2	181.056190476	9	2	13	2	3	2	3	3	2	2	6	1	1	16	1	1	15	0	0	1	96.7261904762	70.2380952381	64.33	65.485	-10	13.5	30.0
2	180.942380952	14	8	24	1	9	1	9	2	17	0	10	1	0	16	1	0	14	0	0	0	93.4523809524	45.8333333333	63.49	55.405	0	7.5	24.0
2	180.94047619	11	6	10	0	0	0	0	0	18	0	5	1	0	14	1	0	16	0	0	1	94.9404761905	75.8928571429	70.0	57.4	0	10.5	16.0
2	180.857142857	15	9	14	0	0	0	0	0	19	0	0	0	1	16	1	1	14	0	0	1	92.8571428571	66.369047619	70.0	56.7	0	12.0	18.0
2	180.833333333	8	6	0	0	0	0	0	0	11	3	1	1	1	16	0	0	16	0	0	1	95.8333333333	97.619047619	70.0	62.3	-15	4.5	30.0
1	195.511904762	3	2	9	0	0	0	0	0	11	0	4	0	1	15	1	1	14	1	1	0	98.5119047619	80.3571428571	70.0	62.3	0	27.0	14.0
1	194.607142857	2	1	22	0	0	0	0	0	17	0	2	1	1	16	1	0	16	1	1	0	99.1071428571	53.5714285714	70.0	58.1	0	25.5	30.0
1	186.88	0	0	9	2	8	2	8	4	10	1	12	0	1	15	1	1	16	1	1	0	100.0	81.25	61.88	58.66	-5	30.0	14.0
1	185.80952381	2	2	11	0	0	0	0	0	16	2	5	1	0	15	1	1	14	1	1	0	98.8095238095	76.4880952381	70.0	58.8	-10	27.0	20.0
1	184.166666667	20	8	1	0	0	0	0	0	7	0	0	1	0	16	0	1	15	1	1	1	91.6666666667	91.9642857143	70.0	65.1	0	22.5	24.0
1	183.612380952	1	0	11	2	11	2	11	2	7	1	16	1	1	14	1	1	15	1	1	0	99.7023809524	76.7857142857	60.41	61.845	-5	28.5	22.0
1	183.511904762	4	1	0	0	0	0	0	0	10	0	5	0	1	16	1	0	15	1	0	0	98.5119047619	98.8095238095	70.0	63.0	0	15.0	18.0
1	183.094761905	19	4	11	1	4	1	4	2	15	0	5	1	1	14	1	0	15	1	1	1	93.1547619048	71.4285714286	65.94	57.33	0	24.0	22.0
1	182.823333333	10	4	11	1	9	1	9	2	7	1	15	0	1	16	1	1	15	1	1	1	95.8333333333	74.1071428571	63.49	62.405	-5	28.5	18.0
1	182.738095238	58	0	12	0	0	0	0	0	7	0	4	0	1	15	1	1	16	1	1	0	82.7380952381	57.7380952381	70.0	65.1	0	30.0	14.0
1	182.702380952	33	10	13	0	0	0	0	0	5	0	1	1	0	16	1	0	16	1	1	1	87.2023809524	63.0952380952	70.0	66.5	0	25.5	24.0
1	182.357142857	21	3	20	0	0	0	0	0	13	0	0	0	1	15	0	0	16	1	1	0	92.8571428571	52.0833333333	70.0	60.9	0	19.5	14.0
1	182.346666667	4	3	3	1	3	1	3	1	5	0	3	0	1	16	1	1	14	1	0	1	97.9166666667	92.5595238095	66.43	65.135	0	18.0	18.0
1	182.119047619	8	0	11	0	0	0	0	0	2	1	5	1	0	16	0	0	16	1	1	0	97.619047619	74.7023809524	70.0	68.6	-5	19.5	24.0
1	180.952380952	13	9	8	0	0	0	0	0	6	1	0	0	0	14	1	0	14	1	1	1	93.4523809524	79.4642857143	70.0	65.8	-5	22.5	4.0
1	180.904761905	1	1	17	0	0	0	0	0	20	1	2	1	0	14	1	0	16	1	0	1	99.4047619048	64.2857142857	70.0	56.0	-5	16.5	16.0
1	180.869047619	24	5	23	0	0	0	0	0	13	0	3	0	1	16	0	0	16	1	1	0	91.369047619	44.9404761905	70.0	60.9	0	19.5	18.0
1	180.821428571	7	2	8	0	0	0	0	0	12	0	4	0	0	15	1	1	15	0	0	0	97.3214285714	81.25	70.0	61.6	0	13.5	8.0
1	180.583333333	32	3	21	0	0	0	0	0	9	0	1	0	0	14	0	1	14	1	1	0	89.5833333333	46.7261904762	70.0	63.7	0	21.0	4.0
1	180.011904762	42	5	9	0	0	0	0	0	8	0	3	0	0	15	0	1	16	1	1	0	86.0119047619	68.75	70.0	64.4	0	24.0	8.0
1	179.798571429	7	5	14	2	7	2	7	2	1	0	10	1	0	16	1	1	16	1	0	0	96.4285714286	68.75	62.37	66.465	0	21.0	24.0
1	179.738095238	14	2	23	0	0	0	0	0	15	1	2	1	0	14	1	1	15	1	0	1	95.2380952381	47.9166666667	70.0	59.5	-5	19.5	16.0
1	179.735714286	35	1	4	1	5	1	5	1	8	1	8	0	0	16	1	1	16	1	1	1	89.2857142857	81.25	65.45	62.825	-5	30.0	12.0
1	179.581904762	13	13	20	2	2	2	2	4	15	0	4	1	1	15	0	1	15	1	1	0	92.2619047619	54.4642857143	64.82	55.79	0	22.5	26.0
1	179.49952381	24	1	19	1	4	1	4	1	16	0	7	0	1	16	1	1	16	1	0	0	92.5595238095	53.2738095238	65.94	57.33	0	21.0	18.0
1	179.441428571	8	1	15	5	12	5	12	7	12	0	17	1	1	15	1	1	15	1	1	0	97.3214285714	66.369047619	53.62	53.69	0	28.5	26.0
1	179.433809524	10	0	11	1	1	1	1	1	5	3	3	0	1	14	1	1	16	1	1	0	97.0238095238	74.1071428571	67.41	65.345	-15	30.0	10.0
1	179.350952381	18	16	7	1	7	1	7	1	16	1	13	0	0	16	1	1	16	1	1	1	89.880952381	80.0595238095	64.47	57.015	-5	30.0	12.0
1	179.333333333	9	5	16	0	0	0	0	0	5	0	1	0	0	16	1	1	15	0	0	1	95.8333333333	63.9880952381	70.0	66.5	0	13.5	12.0
1	178.452380952	11	11	12	0	0	0	0	0	14	3	2	1	1	14	1	1	16	1	1	1	93.4523809524	71.7261904762	70.0	60.2	-15	30.0	22.0
1	178.41	0	0	11	2	11	2	11	2	3	0	12	0	0	16	0	0	15	1	1	1	100.0	77.0833333333	60.41	64.645	0	18.0	12.0
1	178.404761905	2	0	1	0	0	0	0	0	9	0	2	0	1	15	0	1	16	0	0	1	99.4047619048	97.3214285714	70.0	63.7	0	9.0	14.0
1	178.0	0	0	19	0	0	0	0	0	17	2	5	0	0	14	0	0	15	1	1	0	100.0	60.4166666667	70.0	58.1	-10	18.0	4.0
1	177.904761905	41	3	1	0	0	0	0	0	11	0	2	1	0	15	0	1	14	1	1	1	86.9047619048	85.7142857143	70.0	62.3	0	21.0	20.0
1	177.78952381	3	1	2	1	8	1	8	2	14	0	8	0	1	14	1	0	15	1	0	0	98.8095238095	94.9404761905	63.98	57.61	0	15.0	10.0
1	177.709047619	15	14	22	2	4	2	4	2	5	0	4	0	1	15	0	1	15	1	1	1	91.369047619	49.7023809524	63.84	63.98	0	22.5	14.0
1	177.535714286	12	3	0	0	0	0	0	0	17	3	2	1	0	16	1	1	14	1	1	0	95.5357142857	96.4285714286	70.0	58.1	-15	27.0	24.0
1	177.324761905	1	1	0	1	2	1	2	1	4	2	5	1	0	15	1	1	16	1	0	1	99.4047619048	99.7023809524	66.92	65.94	-10	21.0	20.0
1	177.049047619	5	3	0	3	23	3	23	4	2	0	35	1	0	14	1	1	14	1	1	1	97.619047619	98.5119047619	52.43	62.335	0	27.0	16.0
1	176.938095238	14	2	2	4	10	4	10	4	6	1	10	1	0	16	1	1	16	1	1	1	95.2380952381	91.6666666667	56.7	60.55	-5	30.0	24.0
1	176.918571429	10	2	9	1	9	1	9	1	16	2	16	1	1	14	1	1	14	1	1	1	96.4285714286	78.2738095238	63.49	56.805	-10	27.0	22.0
1	176.904761905	2	0	1	0	0	0	0	0	10	0	1	1	1	14	0	0	14	1	0	0	99.4047619048	97.3214285714	70.0	63.0	0	7.5	22.0
1	176.726190476	7	4	16	0	0	0	0	0	13	4	3	1	0	14	1	1	16	1	1	1	96.7261904762	64.5833333333	70.0	60.9	-20	30.0	16.0
1	176.654761905	12	11	14	0	0	0	0	0	19	3	0	0	0	15	1	1	15	1	1	1	93.1547619048	67.2619047619	70.0	56.7	-15	28.5	8.0
1	176.552857143	9	9	19	3	21	3	21	3	11	0	38	0	1	14	1	1	15	1	1	0	94.6428571429	57.7380952381	53.41	56.945	0	28.5	10.0
1	176.452380952	50	14	19	0	0	0	0	0	6	0	1	0	0	14	1	0	16	1	1	0	80.9523809524	45.5357142857	70.0	65.8	0	25.5	4.0
1	175.880952381	22	12	21	0	0	0	0	0	19	1	4	1	1	15	1	1	16	1	0	0	89.880952381	49.7023809524	70.0	56.7	-5	21.0	26.0
1	175.856666667	6	1	21	2	14	2	14	3	11	1	28	1	0	15	1	0	15	1	1	1	97.9166666667	54.4642857143	58.94	58.03	-5	24.0	20.0
1	175.619047619	6	2	16	1	10	1	10	1	7	0	16	1	1	15	1	1	16	0	0	1	97.619047619	64.880952381	63.0	63.0	0	15.0	26.0
1	175.564117647	0	0	12	3	7	3	7	3	13	0	17	0	1	15	1	1	16	1	1	1	100.0	75.0	60.27	57.015	-14.7058823529	30.0	14.0
